  0.0000000E+00  0.0000000E+00  2.317147004171015E-002  -232767.8    
   844.2277       16.53038      1.957797600375508E-002  -232767.8    
   1687.977       30.01843      1.598448196580002E-002  -232767.8    
   2531.206       40.11262      1.197030911908260E-002  -208374.1    
   3373.870       46.44853      7.518756329005482E-003  -187900.7    
   4215.927       48.66470      2.631845494385327E-003  -171161.2    
   5057.331       46.39841     -2.693445910775279E-003  -157071.2    
   5898.038       39.28174     -8.464896969797412E-003  -144928.8    
   6738.004       26.94897     -1.468140684433674E-002  -134553.0    
   7577.186       9.030679     -2.134886820824727E-002  -125452.5    
   8415.536      -14.84641     -2.847333433253421E-002  -117405.3    
   9253.009      -45.05298     -3.605309218092393E-002  -110353.1    
   10089.56      -81.96888     -4.409998928355903E-002  -103946.9    
   10925.14      -125.9711     -5.261193144091693E-002  -98267.79    
   11759.71      -177.4448     -6.159893295991126E-002  -93073.29    
   12593.22      -236.7708     -7.105651825501758E-002  -88442.21    
   13425.62      -304.3423     -8.099924701600567E-002  -84126.78    
   14256.86      -380.5463     -9.141928912886983E-002  -80273.16    
   15086.90      -465.7795     -0.102327494133472       -76680.79    
   15915.68      -560.4390     -0.113722217489147       -73406.77    
   16743.16      -664.9282     -0.125609258348713       -70366.52    
   17569.29      -779.6574     -0.137993749839562       -67540.10    
   18394.01      -905.0361     -0.150870106683669       -64960.12    
   19217.28      -1041.471     -0.164230081462507       -62608.63    
   20039.04      -1189.393     -0.178098428872328       -60313.59    
   20859.29      -1348.876     -0.192037278165204       -60008.52    
   21678.13      -1518.992     -0.204837777593963       -65345.09    
   22495.72      -1698.510     -0.216139387493816       -74011.56    
   23312.21      -1886.242     -0.225998258216949       -84842.35    
   24127.73      -2081.033     -0.234461890284189       -98828.70    
   24942.43      -2281.671     -0.241467277116258       -119400.9    
   25756.46      -2486.979     -0.247060476871955       -149547.6    
   26569.95      -2695.804     -0.251275429787773       -198448.2    
   27383.06      -2906.933     -0.254047468944867       -301745.3    
   28195.92      -3119.219     -0.255452308138676       -595406.1    
   29008.68      -3331.479     -0.255455069638214      -3.0289693E+08
   29821.48      -3542.525     -0.254043284598069        592476.7    
   30634.46      -3751.197     -0.251250337595061        299486.4    
   31447.78      -3956.303     -0.247034647261482        198413.5    
   32261.56      -4156.683     -0.241429095725045        149218.1    
   33075.96      -4351.138     -0.234383564424789        118720.6    
   33891.12      -4538.495     -0.225917031160727        98794.84    
   34707.18      -4717.579     -0.216024978151474        84557.75    
   35524.28      -4887.184     -0.204661817881205        73610.66    
   36342.58      -5046.115     -0.191834121139872        65206.54    
   37162.21      -5193.196     -0.177556315014229        58583.91    
   37983.34      -5327.198     -0.161768456867919        52980.57    
   38806.09      -5446.944     -0.144527644158150        48515.68    
   39630.61      -5551.216     -0.125796125957351        44654.67    
   40456.95      -5639.563     -0.106509666911787        43369.79    
   41284.98      -5712.514     -8.787465047341710E-002   44885.91    
   42114.58      -5770.683     -7.000215735987053E-002   46800.96    
   42945.64      -5814.659     -5.286608807595018E-002   48812.23    
   43778.02      -5845.038     -3.648088178794629E-002   51049.08    
   44611.61      -5862.401     -2.082583119994682E-002   53430.03    
   45446.28      -5867.338     -5.915429231836722E-003   56098.41    
   46281.92      -5860.426      8.272063482743947E-003   58956.84    
   47118.39      -5842.228      2.175239886485848E-002   62049.62    
   47955.60      -5813.321      3.451403658701480E-002   65544.08    
   48793.40      -5774.257      4.659283178005379E-002   69249.44    
   49631.69      -5725.607      5.796942338894056E-002   73523.76    
   50470.34      -5667.917      6.868150949334642E-002   78084.67    
   51309.24      -5601.740      7.872264521294237E-002   83302.30    
   52148.26      -5527.629      8.810163632824378E-002   89183.34    
   52987.29      -5446.127      9.683480160083593E-002   95778.53    
   53826.20      -5357.772      0.104933231996155        103285.4    
   54664.88      -5263.109      0.112395864975320        112085.1    
   55503.21      -5162.669      0.119242015310044        122178.1    
   56341.07      -5056.989      0.125467445163534        134360.2    
   57178.34      -4946.608      0.131079592244389        149042.7    
   58014.89      -4832.043      0.136101319940683        166566.1    
   58850.61      -4713.834      0.140513108552223        189594.2    
   59685.39      -4592.502      0.144336513410555        218770.9    
   60519.09      -4468.569      0.147573073585111        258437.9    
   61351.60      -4342.576      0.150201883999440        318185.7    
   62182.82      -4214.906      0.152402522290291        380094.2    
   63012.78      -4085.497      0.154676410010145        367850.1    
   63841.52      -3954.180      0.157147775478633        338456.5    
   64669.07      -3820.785      0.159816343588231        313445.2    
   65495.50      -3685.138      0.162686573367638        291422.6    
   66320.84      -3547.068      0.165754366153303        272655.2    
   67145.12      -3406.402      0.169023688990315        255848.0    
   67968.41      -3262.963      0.172496596859449        240850.0    
   68790.72      -3116.577      0.176172247207475        227565.1    
   69612.11      -2967.067      0.180049428152222        215736.6    
   70432.62      -2814.255      0.184130352458882        204965.8    
   71252.29      -2657.960      0.188418328334058        195068.7    
   72071.16      -2498.003      0.192910518116452        186200.9    
   72889.26      -2334.203      0.197607087155383        178098.0    
   73706.64      -2166.371      0.202513020407109        170497.6    
   74523.33      -1994.328      0.207623741174637        163665.7    
   75339.39      -1817.881      0.212939894485237        157341.2    
   76154.83      -1636.847      0.218465701589408        151371.5    
   76969.71      -1451.028      0.224197725784868        145925.7    
   77784.07      -1260.236      0.230133761980618        140910.5    
   78597.92      -1064.279      0.236279590794736        136100.4    
   79411.34      -862.9538      0.242630877332062        131697.7    
   80224.32      -656.0674      0.249188460953556        127554.6    
   81036.94      -443.4131      0.255951047865634        123687.8    
   81849.21      -224.7948      0.262913589287057        120135.7    
   82661.18      1.7379435E-03  0.270088710934138        116576.4    
