     Y                     1              2              3              4              5              6              7              8              9             10             11             12             13             14             15             16             17             18
           24 -0.9082216E+02 -0.4810329E+02 -0.4614907E+01  0.3945705E+02  0.8400468E+02  0.1118791E+03  0.1398648E+03  0.1679500E+03  0.1961253E+03  0.2243832E+03  0.2527185E+03  0.2811279E+03  0.3096106E+03  0.3381676E+03  0.3668023E+03  0.3955208E+03  0.4243320E+03  0.4532482E+03  0.4822858E+03  0.5114667E+03  0.5408204E+03  0.5703897E+03  0.6002414E+03  0.6304951E+03  0.6485595E+03  0.6669489E+03  0.6854180E+03  0.7039331E+03
           25 -0.1027202E+03 -0.5773221E+02 -0.1216078E+02  0.3385067E+02  0.8025914E+02  0.1079502E+03  0.1357368E+03  0.1636038E+03  0.1915398E+03  0.2195365E+03  0.2475881E+03  0.2756911E+03  0.3038440E+03  0.3320474E+03  0.3603041E+03  0.3886191E+03  0.4169996E+03  0.4454558E+03  0.4740001E+03  0.5026485E+03  0.5314193E+03  0.5603323E+03  0.5894034E+03  0.6186286E+03  0.6386013E+03  0.6587814E+03  0.6790588E+03  0.6994029E+03
           26 -0.1153051E+03 -0.6781251E+02 -0.2003861E+02  0.2793979E+02  0.7615992E+02  0.1037299E+03  0.1313638E+03  0.1590472E+03  0.1867694E+03  0.2145228E+03  0.2423016E+03  0.2701026E+03  0.2979238E+03  0.3257655E+03  0.3536293E+03  0.3815187E+03  0.4094388E+03  0.4373966E+03  0.4654005E+03  0.4934608E+03  0.5215887E+03  0.5497963E+03  0.5780959E+03  0.6065001E+03  0.6284335E+03  0.6505007E+03  0.6726758E+03  0.6949363E+03
           27 -0.1280614E+03 -0.7790087E+02 -0.2790564E+02  0.2196215E+02  0.7179804E+02  0.9930929E+02  0.1268355E+03  0.1543686E+03  0.1819017E+03  0.2094291E+03  0.2369464E+03  0.2644506E+03  0.2919402E+03  0.3194147E+03  0.3468749E+03  0.3743228E+03  0.4017614E+03  0.4291945E+03  0.4566269E+03  0.4840642E+03  0.5115123E+03  0.5389776E+03  0.5664672E+03  0.5939894E+03  0.6179063E+03  0.6419458E+03  0.6660738E+03  0.6902820E+03
           28 -0.1407091E+03 -0.8778586E+02 -0.3560560E+02  0.1604311E+02  0.6736145E+02  0.9484035E+02  0.1222847E+03  0.1496902E+03  0.1770525E+03  0.2043677E+03  0.2316328E+03  0.2588456E+03  0.2860047E+03  0.3131094E+03  0.3401599E+03  0.3671567E+03  0.3941011E+03  0.4209944E+03  0.4478381E+03  0.4746335E+03  0.5013817E+03  0.5280827E+03  0.5547362E+03  0.5813408E+03  0.6074615E+03  0.6335028E+03  0.6595127E+03  0.6855274E+03
           29 -0.1520286E+03 -0.9685147E+02 -0.4272708E+02  0.1047377E+02  0.6302962E+02  0.9048614E+02  0.1178628E+03  0.1451548E+03  0.1723587E+03  0.1994716E+03  0.2264915E+03  0.2534171E+03  0.2802473E+03  0.3069818E+03  0.3336200E+03  0.3601619E+03  0.3866073E+03  0.4129556E+03  0.4392058E+03  0.4653562E+03  0.4914033E+03  0.5173416E+03  0.5431624E+03  0.5688537E+03  0.5969117E+03  0.6248713E+03  0.6527115E+03  0.6804248E+03
           30 -0.1629626E+03 -0.1048903E+03 -0.4893315E+02  0.5521587E+01  0.5895223E+02  0.8640494E+02  0.1137292E+03  0.1409197E+03  0.1679739E+03  0.1948907E+03  0.2216695E+03  0.2483103E+03  0.2748130E+03  0.3011776E+03  0.3274037E+03  0.3534909E+03  0.3794383E+03  0.4052443E+03  0.4309068E+03  0.4564226E+03  0.4817865E+03  0.5069904E+03  0.5320187E+03  0.5568383E+03  0.5870412E+03  0.6169376E+03  0.6465508E+03  0.6758564E+03
           31 -0.1706502E+03 -0.1108029E+03 -0.5369708E+02  0.1485898E+01  0.5529036E+02  0.8277607E+02  0.1100652E+03  0.1371619E+03  0.1640694E+03  0.1907906E+03  0.2173278E+03  0.2436830E+03  0.2698575E+03  0.2958521E+03  0.3216670E+03  0.3473019E+03  0.3727555E+03  0.3980262E+03  0.4231114E+03  0.4480088E+03  0.4727167E+03  0.4972369E+03  0.5215812E+03  0.5457870E+03  0.5781279E+03  0.6099480E+03  0.6413132E+03  0.6721838E+03
           32 -0.1742748E+03 -0.1139453E+03 -0.5653973E+02 -0.1256688E+01  0.5236293E+02  0.7985969E+02  0.1070969E+03  0.1340857E+03  0.1608345E+03  0.1873501E+03  0.2136375E+03  0.2397007E+03  0.2655428E+03  0.2911656E+03  0.3165699E+03  0.3417556E+03  0.3667211E+03  0.3914640E+03  0.4159805E+03  0.4402650E+03  0.4643103E+03  0.4881054E+03  0.5116331E+03  0.5348615E+03  0.5695755E+03  0.6035302E+03  0.6368150E+03  0.6693771E+03
           33 -0.1738328E+03 -0.1141326E+03 -0.5724484E+02 -0.2487645E+01  0.5046474E+02  0.7791022E+02  0.1050511E+03  0.1318983E+03  0.1584620E+03  0.1847506E+03  0.2107716E+03  0.2365306E+03  0.2620319E+03  0.2872786E+03  0.3122721E+03  0.3370126E+03  0.3614988E+03  0.3857278E+03  0.4096953E+03  0.4333953E+03  0.4568195E+03  0.4799575E+03  0.5027965E+03  0.5253218E+03  0.5624564E+03  0.5985452E+03  0.6337211E+03  0.6679298E+03
           34 -0.1694580E+03 -0.1113417E+03 -0.5569948E+02 -0.2051488E+01  0.4977746E+02  0.7712660E+02  0.1041263E+03  0.1307910E+03  0.1571337E+03  0.1831658E+03  0.2088963E+03  0.2343329E+03  0.2594810E+03  0.2843446E+03  0.3089258E+03  0.3332253E+03  0.3572421E+03  0.3809735E+03  0.4044155E+03  0.4275622E+03  0.4504058E+03  0.4729366E+03  0.4951426E+03  0.5170083E+03  0.5566034E+03  0.5948662E+03  0.6319567E+03  0.6678300E+03
           35 -0.1614488E+03 -0.1056298E+03 -0.5181772E+02  0.2227650E+00  0.5053067E+02  0.7771786E+02  0.1045152E+03  0.1309429E+03  0.1570182E+03  0.1827548E+03  0.2081640E+03  0.2332546E+03  0.2580329E+03  0.2825037E+03  0.3066695E+03  0.3305312E+03  0.3540883E+03  0.3773386E+03  0.4002783E+03  0.4229024E+03  0.4452045E+03  0.4671769E+03  0.4888110E+03  0.5100971E+03  0.5520943E+03  0.5925449E+03  0.6315663E+03  0.6691221E+03
           36 -0.1507581E+03 -0.9730291E+02 -0.4564241E+02  0.4448469E+01  0.5296121E+02  0.7988321E+02  0.1063914E+03  0.1325104E+03  0.1582593E+03  0.1836533E+03  0.2087043E+03  0.2334211E+03  0.2578105E+03  0.2818768E+03  0.3056228E+03  0.3290493E+03  0.3521556E+03  0.3749398E+03  0.3973984E+03  0.4195271E+03  0.4413204E+03  0.4627722E+03  0.4838762E+03  0.5046263E+03  0.5490146E+03  0.5916338E+03  0.6325817E+03  0.6718574E+03
           37 -0.1366911E+03 -0.8638571E+02 -0.3723842E+02  0.1066534E+02  0.5723586E+02  0.8375829E+02  0.1098730E+03  0.1356010E+03  0.1609589E+03  0.1859600E+03  0.2106142E+03  0.2349293E+03  0.2589105E+03  0.2825613E+03  0.3058836E+03  0.3288777E+03  0.3515423E+03  0.3738751E+03  0.3958725E+03  0.4175299E+03  0.4388421E+03  0.4598030E+03  0.4804069E+03  0.5006482E+03  0.5473890E+03  0.5921171E+03  0.6349403E+03  0.6759200E+03
           38 -0.1212666E+03 -0.7360371E+02 -0.2690142E+02  0.1877858E+02  0.6334442E+02  0.8935657E+02  0.1149872E+03  0.1402521E+03  0.1651625E+03  0.1897269E+03  0.2139519E+03  0.2378420E+03  0.2614001E+03  0.2846280E+03  0.3075259E+03  0.3300930E+03  0.3523272E+03  0.3742252E+03  0.3957826E+03  0.4169940E+03  0.4378529E+03  0.4583518E+03  0.4784831E+03  0.4982398E+03  0.5473759E+03  0.5940818E+03  0.6386703E+03  0.6812761E+03
           39 -0.1041895E+03 -0.5912673E+02 -0.1480989E+02  0.2869770E+02  0.7119446E+02  0.9660130E+02  0.1216816E+03  0.1464344E+03  0.1708603E+03  0.1949607E+03  0.2187365E+03  0.2421886E+03  0.2653170E+03  0.2881212E+03  0.3105997E+03  0.3327503E+03  0.3545699E+03  0.3760543E+03  0.3971981E+03  0.4179946E+03  0.4384351E+03  0.4585086E+03  0.4782006E+03  0.4974914E+03  0.5489266E+03  0.5974094E+03  0.6436120E+03  0.6877234E+03
           40 -0.8652065E+02 -0.4385624E+02 -0.1759147E+01  0.3969800E+02  0.8046492E+02  0.1052922E+03  0.1298277E+03  0.1540657E+03  0.1780020E+03  0.2016335E+03  0.2249575E+03  0.2479717E+03  0.2706738E+03  0.2930614E+03  0.3151319E+03  0.3368820E+03  0.3583082E+03  0.3794061E+03  0.4001703E+03  0.4205946E+03  0.4406708E+03  0.4603883E+03  0.4797318E+03  0.4986789E+03  0.5519806E+03  0.6020818E+03  0.6497948E+03  0.6953285E+03
           41 -0.6756653E+02 -0.2720738E+02  0.1272846E+02  0.5216187E+02  0.9103180E+02  0.1153132E+03  0.1393292E+03  0.1630713E+03  0.1865325E+03  0.2097071E+03  0.2325900E+03  0.2551773E+03  0.2774651E+03  0.2994499E+03  0.3211285E+03  0.3424975E+03  0.3635535E+03  0.3842931E+03  0.4047127E+03  0.4248090E+03  0.4445791E+03  0.4640211E+03  0.4831360E+03  0.5019301E+03  0.5566834E+03  0.6083037E+03  0.6574573E+03  0.7043575E+03
           42 -0.4784482E+02 -0.9635435E+01  0.2826058E+02  0.6576013E+02  0.1027962E+03  0.1265789E+03  0.1501145E+03  0.1733928E+03  0.1964054E+03  0.2191453E+03  0.2416068E+03  0.2637848E+03  0.2856751E+03  0.3072740E+03  0.3285782E+03  0.3495845E+03  0.3702902E+03  0.3906929E+03  0.4107903E+03  0.4305809E+03  0.4500638E+03  0.4692397E+03  0.4881110E+03  0.5066832E+03  0.5628066E+03  0.6157877E+03  0.6662386E+03  0.7143666E+03
           43 -0.2722862E+02  0.8977753E+01  0.4494831E+02  0.8059631E+02  0.1156957E+03  0.1390381E+03  0.1621408E+03  0.1849942E+03  0.2075903E+03  0.2299226E+03  0.2519855E+03  0.2737744E+03  0.2952854E+03  0.3165151E+03  0.3374607E+03  0.3581197E+03  0.3784902E+03  0.3985704E+03  0.4183591E+03  0.4378558E+03  0.4570603E+03  0.4759736E+03  0.4945980E+03  0.5129384E+03  0.5704621E+03  0.6246844E+03  0.6763303E+03  0.7256046E+03
           44 -0.6500313E+01  0.2794000E+02  0.6218611E+02  0.9614862E+02  0.1297323E+03  0.1526893E+03  0.1754040E+03  0.1978693E+03  0.2200795E+03  0.2420294E+03  0.2637151E+03  0.2851331E+03  0.3062803E+03  0.3271546E+03  0.3477537E+03  0.3680762E+03  0.3881207E+03  0.4078862E+03  0.4273722E+03  0.4465784E+03  0.4655045E+03  0.4841500E+03  0.5025126E+03  0.5205838E+03  0.5788251E+03  0.6340790E+03  0.6867412E+03  0.7370401E+03
           45  0.1499743E+02  0.4786518E+02  0.8054865E+02  0.1129586E+03  0.1449699E+03  0.1675798E+03  0.1899384E+03  0.2120422E+03  0.2338883E+03  0.2554741E+03  0.2767977E+03  0.2978572E+03  0.3186513E+03  0.3391788E+03  0.3594387E+03  0.3794302E+03  0.3991527E+03  0.4186058E+03  0.4377893E+03  0.4567034E+03  0.4753491E+03  0.4937298E+03  0.5118535E+03  0.5297411E+03  0.5888687E+03  0.6450710E+03  0.6986754E+03  0.7499395E+03
           46  0.3700314E+02  0.6852406E+02  0.9985069E+02  0.1308949E+03  0.1615120E+03  0.1837902E+03  0.2058057E+03  0.2275588E+03  0.2490497E+03  0.2702786E+03  0.2912458E+03  0.3119515E+03  0.3323961E+03  0.3525797E+03  0.3725024E+03  0.3921644E+03  0.4115656E+03  0.4307055E+03  0.4495832E+03  0.4681969E+03  0.4865423E+03  0.5046108E+03  0.5223846E+03  0.5398262E+03  0.5999460E+03  0.6569326E+03  0.7113131E+03  0.7634313E+03
           47  0.5953104E+02  0.8993050E+02  0.1201293E+03  0.1500293E+03  0.1794740E+03  0.2014130E+03  0.2230786E+03  0.2444746E+03  0.2656042E+03  0.2864705E+03  0.3070761E+03  0.3274235E+03  0.3475145E+03  0.3673508E+03  0.3869339E+03  0.4062648E+03  0.4253448E+03  0.4441747E+03  0.4627557E+03  0.4810895E+03  0.4991788E+03  0.5170293E+03  0.5346519E+03  0.5520698E+03  0.6127710E+03  0.6705183E+03  0.7255512E+03  0.7778838E+03
           48  0.8240554E+02  0.1119685E+03  0.1413282E+03  0.1703794E+03  0.1989679E+03  0.2205383E+03  0.2418270E+03  0.2628414E+03  0.2835880E+03  0.3040727E+03  0.3243003E+03  0.3442751E+03  0.3640004E+03  0.3834792E+03  0.4027138E+03  0.4217061E+03  0.4404577E+03  0.4589700E+03  0.4772443E+03  0.4952822E+03  0.5130860E+03  0.5306594E+03  0.5480091E+03  0.5651477E+03  0.6271396E+03  0.6856626E+03  0.7413552E+03  0.7943131E+03
           49  0.1054274E+03  0.1344837E+03  0.1633249E+03  0.1918859E+03  0.2200929E+03  0.2412413E+03  0.2621045E+03  0.2826943E+03  0.3030206E+03  0.3230917E+03  0.3429142E+03  0.3624938E+03  0.3818347E+03  0.4009406E+03  0.4198141E+03  0.4384572E+03  0.4568713E+03  0.4750573E+03  0.4930152E+03  0.5107437E+03  0.5282401E+03  0.5454977E+03  0.5625031E+03  0.5792287E+03  0.6420727E+03  0.7011491E+03  0.7574149E+03  0.8111209E+03
           50  0.1294117E+03  0.1580646E+03  0.1865857E+03  0.2148987E+03  0.2429288E+03  0.2635676E+03  0.2839307E+03  0.3040334E+03  0.3238875E+03  0.3435024E+03  0.3628853E+03  0.3820418E+03  0.4009762E+03  0.4196919E+03  0.4381913E+03  0.4564761E+03  0.4745475E+03  0.4924064E+03  0.5100533E+03  0.5274890E+03  0.5447145E+03  0.5617322E+03  0.5785477E+03  0.5951730E+03  0.6574973E+03  0.7168364E+03  0.7735402E+03  0.8277364E+03
           51  0.1542692E+03  0.1827686E+03  0.2112054E+03  0.2394944E+03  0.2674772E+03  0.2874820E+03  0.3072497E+03  0.3267914E+03  0.3461159E+03  0.3652298E+03  0.3841381E+03  0.4028446E+03  0.4213521E+03  0.4396623E+03  0.4577766E+03  0.4756954E+03  0.4934191E+03  0.5109474E+03  0.5282802E+03  0.5454175E+03  0.5623597E+03  0.5791086E+03  0.5956682E+03  0.6120464E+03  0.6737758E+03  0.7332190E+03  0.7902992E+03  0.8451564E+03
           52  0.1795570E+03  0.2082357E+03  0.2368546E+03  0.2653398E+03  0.2934878E+03  0.3127685E+03  0.3318719E+03  0.3507999E+03  0.3695540E+03  0.3881359E+03  0.4065463E+03  0.4247859E+03  0.4428547E+03  0.4607521E+03  0.4784774E+03  0.4960292E+03  0.5134059E+03  0.5306053E+03  0.5476250E+03  0.5644618E+03  0.5811118E+03  0.5975697E+03  0.6138281E+03  0.6298755E+03  0.6926898E+03  0.7523257E+03  0.8097466E+03  0.8652747E+03
           53  0.2048752E+03  0.2339391E+03  0.2629567E+03  0.2918673E+03  0.3205314E+03  0.3390823E+03  0.3575112E+03  0.3758147E+03  0.3939897E+03  0.4120331E+03  0.4299424E+03  0.4477147E+03  0.4653471E+03  0.4828370E+03  0.5001810E+03  0.5173762E+03  0.5344188E+03  0.5513053E+03  0.5680313E+03  0.5845923E+03  0.6009825E+03  0.6171951E+03  0.6332211E+03  0.6490480E+03  0.7110667E+03  0.7705085E+03  0.8281015E+03  0.8841760E+03
           54  0.2301792E+03  0.2597698E+03  0.2893518E+03  0.3188697E+03  0.3482630E+03  0.3661074E+03  0.3838820E+03  0.4015793E+03  0.4191919E+03  0.4367133E+03  0.4541374E+03  0.4714589E+03  0.4886724E+03  0.5057730E+03  0.5227557E+03  0.5396156E+03  0.5563478E+03  0.5729475E+03  0.5894100E+03  0.6057304E+03  0.6219048E+03  0.6379297E+03  0.6538036E+03  0.6695283E+03  0.7304450E+03  0.7895470E+03  0.8471980E+03  0.9037556E+03
           55  0.2553595E+03  0.2855948E+03  0.3158886E+03  0.3461682E+03  0.3763680E+03  0.3935431E+03  0.4107075E+03  0.4278410E+03  0.4449300E+03  0.4619646E+03  0.4789365E+03  0.4958382E+03  0.5126629E+03  0.5294041E+03  0.5460552E+03  0.5626101E+03  0.5790624E+03  0.5954059E+03  0.6116345E+03  0.6277423E+03  0.6437239E+03  0.6595744E+03  0.6752900E+03  0.6908684E+03  0.7511692E+03  0.8098333E+03  0.8674084E+03  0.9243335E+03
           56  0.2799301E+03  0.3109567E+03  0.3421051E+03  0.3732711E+03  0.4043374E+03  0.4210422E+03  0.4377156E+03  0.4543650E+03  0.4709903E+03  0.4875874E+03  0.5041508E+03  0.5206738E+03  0.5371493E+03  0.5535699E+03  0.5699283E+03  0.5862168E+03  0.6024278E+03  0.6185535E+03  0.6345860E+03  0.6505172E+03  0.6663386E+03  0.6820412E+03  0.6976149E+03  0.7130479E+03  0.7719259E+03  0.8299274E+03  0.8872457E+03  0.9442630E+03
           57  0.3041234E+03  0.3361846E+03  0.3683868E+03  0.4005944E+03  0.4326260E+03  0.4487276E+03  0.4648670E+03  0.4810333E+03  0.4972176E+03  0.5134113E+03  0.5296057E+03  0.5457924E+03  0.5619628E+03  0.5781083E+03  0.5942200E+03  0.6102892E+03  0.6263072E+03  0.6422647E+03  0.6581528E+03  0.6739618E+03  0.6896818E+03  0.7053021E+03  0.7208112E+03  0.7361958E+03  0.7941154E+03  0.8513524E+03  0.9082041E+03  0.9650063E+03
           58  0.3272071E+03  0.3605221E+03  0.3939737E+03  0.4273973E+03  0.4605970E+03  0.4761858E+03  0.4918557E+03  0.5075939E+03  0.5233891E+03  0.5392302E+03  0.5551068E+03  0.5710088E+03  0.5869260E+03  0.6028487E+03  0.6187671E+03  0.6346713E+03  0.6505518E+03  0.6663987E+03  0.6822024E+03  0.6979531E+03  0.7136409E+03  0.7292557E+03  0.7447878E+03  0.7602274E+03  0.8170364E+03  0.8734075E+03  0.9296338E+03  0.9860047E+03
           59  0.3489878E+03  0.3837524E+03  0.4186442E+03  0.4534624E+03  0.4879945E+03  0.5031560E+03  0.5184331E+03  0.5338136E+03  0.5492853E+03  0.5648367E+03  0.5804565E+03  0.5961334E+03  0.6118566E+03  0.6276153E+03  0.6433989E+03  0.6591970E+03  0.6749994E+03  0.6907959E+03  0.7065768E+03  0.7223321E+03  0.7380524E+03  0.7537277E+03  0.7693478E+03  0.7849008E+03  0.8404994E+03  0.8958976E+03  0.9513489E+03  0.1007093E+04
           60  0.3692643E+03  0.4056457E+03  0.4421578E+03  0.4785647E+03  0.5146201E+03  0.5294333E+03  0.5443935E+03  0.5594886E+03  0.5747069E+03  0.5900365E+03  0.6054656E+03  0.6209823E+03  0.6365752E+03  0.6522327E+03  0.6679436E+03  0.6836970E+03  0.6994820E+03  0.7152885E+03  0.7311066E+03  0.7469272E+03  0.7627424E+03  0.7785455E+03  0.7943325E+03  0.8101030E+03  0.8643911E+03  0.9187151E+03  0.9732545E+03  0.1028196E+04
           61  0.3878747E+03  0.4260019E+03  0.4642872E+03  0.5024838E+03  0.5403007E+03  0.5548389E+03  0.5695541E+03  0.5844356E+03  0.5994714E+03  0.6146492E+03  0.6299568E+03  0.6453815E+03  0.6609111E+03  0.6765334E+03  0.6922362E+03  0.7080077E+03  0.7238364E+03  0.7397110E+03  0.7556208E+03  0.7715557E+03  0.7875060E+03  0.8034633E+03  0.8194203E+03  0.8353716E+03  0.8883093E+03  0.9414892E+03  0.9950110E+03  0.1049010E+04
           62  0.4047465E+03  0.4447024E+03  0.4848567E+03  0.5250221E+03  0.5648844E+03  0.5792055E+03  0.5937428E+03  0.6084814E+03  0.6234071E+03  0.6385059E+03  0.6537642E+03  0.6691686E+03  0.6847056E+03  0.7003621E+03  0.7161251E+03  0.7319816E+03  0.7479189E+03  0.7639244E+03  0.7799859E+03  0.7960909E+03  0.8122273E+03  0.8283826E+03  0.8445438E+03  0.8606963E+03  0.9122756E+03  0.9642578E+03  0.1016674E+04  0.1069615E+04
           63  0.4200844E+03  0.4616575E+03  0.5036662E+03  0.5459189E+03  0.5881315E+03  0.6023280E+03  0.6167742E+03  0.6314532E+03  0.6463493E+03  0.6614477E+03  0.6767339E+03  0.6921936E+03  0.7078128E+03  0.7235774E+03  0.7394735E+03  0.7554871E+03  0.7716043E+03  0.7878116E+03  0.8040950E+03  0.8204412E+03  0.8368364E+03  0.8532670E+03  0.8697194E+03  0.8861798E+03  0.9364335E+03  0.9871734E+03  0.1038405E+04  0.1090177E+04
           64  0.4343140E+03  0.4770506E+03  0.5208265E+03  0.5652324E+03  0.6098645E+03  0.6240446E+03  0.6384955E+03  0.6532032E+03  0.6681537E+03  0.6833329E+03  0.6987267E+03  0.7143206E+03  0.7300999E+03  0.7460501E+03  0.7621562E+03  0.7784034E+03  0.7947770E+03  0.8112620E+03  0.8278439E+03  0.8445078E+03  0.8612394E+03  0.8780242E+03  0.8948481E+03  0.9116976E+03  0.9606375E+03  0.1010109E+04  0.1060099E+04  0.1110628E+04
           65  0.4456299E+03  0.4901530E+03  0.5358523E+03  0.5825303E+03  0.6300146E+03  0.6442643E+03  0.6588004E+03  0.6736154E+03  0.6886989E+03  0.7040379E+03  0.7196186E+03  0.7354263E+03  0.7514456E+03  0.7676613E+03  0.7840575E+03  0.8006184E+03  0.8173283E+03  0.8341712E+03  0.8511312E+03  0.8681925E+03  0.8853396E+03  0.9025571E+03  0.9198299E+03  0.9371436E+03  0.9847780E+03  0.1032971E+04  0.1081691E+04  0.1130934E+04
           66  0.4554207E+03  0.5015504E+03  0.5490024E+03  0.5979067E+03  0.6485847E+03  0.6629301E+03  0.6775992E+03  0.6925840E+03  0.7078714E+03  0.7234466E+03  0.7392935E+03  0.7553959E+03  0.7717373E+03  0.7883010E+03  0.8050703E+03  0.8220282E+03  0.8391578E+03  0.8564419E+03  0.8738634E+03  0.8914051E+03  0.9090500E+03  0.9267811E+03  0.9445818E+03  0.9624359E+03  0.1008768E+04  0.1055680E+04  0.1103119E+04  0.1151066E+04
           67  0.4634948E+03  0.5110089E+03  0.5600057E+03  0.6110549E+03  0.6654640E+03  0.6798974E+03  0.6947480E+03  0.7099736E+03  0.7255453E+03  0.7414400E+03  0.7576379E+03  0.7741203E+03  0.7908692E+03  0.8078668E+03  0.8250952E+03  0.8425366E+03  0.8601728E+03  0.8779855E+03  0.8959563E+03  0.9140663E+03  0.9322966E+03  0.9506282E+03  0.9690418E+03  0.9875184E+03  0.1032540E+04  0.1078173E+04  0.1124335E+04  0.1171003E+04
           68  0.4710565E+03  0.5196158E+03  0.5698341E+03  0.6225615E+03  0.6799471E+03  0.6947853E+03  0.7100145E+03  0.7256217E+03  0.7415908E+03  0.7579050E+03  0.7745470E+03  0.7914994E+03  0.8087444E+03  0.8262642E+03  0.8440403E+03  0.8620543E+03  0.8802872E+03  0.8987198E+03  0.9173325E+03  0.9361049E+03  0.9550164E+03  0.9740453E+03  0.9931689E+03  0.1012363E+04  0.1056055E+04  0.1100412E+04  0.1145301E+04  0.1190710E+04
           69  0.4788507E+03  0.5282619E+03  0.5795373E+03  0.6336983E+03  0.6924704E+03  0.7077488E+03  0.7234276E+03  0.7394983E+03  0.7559498E+03  0.7727690E+03  0.7899409E+03  0.8074495E+03  0.8252776E+03  0.8434073E+03  0.8618200E+03  0.8804968E+03  0.8994182E+03  0.9185644E+03  0.9379150E+03  0.9574495E+03  0.9771465E+03  0.9969835E+03  0.1016936E+04  0.1036975E+04  0.1079315E+04  0.1122393E+04  0.1166003E+04  0.1210148E+04
           70  0.4861155E+03  0.5359293E+03  0.5877909E+03  0.6428518E+03  0.7030176E+03  0.7187892E+03  0.7349722E+03  0.7515673E+03  0.7685688E+03  0.7859663E+03  0.8037461E+03  0.8218925E+03  0.8403880E+03  0.8592143E+03  0.8783520E+03  0.8977816E+03  0.9174829E+03  0.9374356E+03  0.9576194E+03  0.9780141E+03  0.9986001E+03  0.1019360E+04  0.1040279E+04  0.1061353E+04  0.1102443E+04  0.1144225E+04  0.1186528E+04  0.1229348E+04
           71  0.4929829E+03  0.5429389E+03  0.5951119E+03  0.6507577E+03  0.7117244E+03  0.7279451E+03  0.7446301E+03  0.7617782E+03  0.7793795E+03  0.7974198E+03  0.8158817E+03  0.8347464E+03  0.8539940E+03  0.8736042E+03  0.8935560E+03  0.9138286E+03  0.9344007E+03  0.9552508E+03  0.9763573E+03  0.9976982E+03  0.1019251E+04  0.1040993E+04  0.1062900E+04  0.1084944E+04  0.1124788E+04  0.1165301E+04  0.1206311E+04  0.1247732E+04
           72  0.4982018E+03  0.5478880E+03  0.5998653E+03  0.6554903E+03  0.7184769E+03  0.7350613E+03  0.7522454E+03  0.7699875E+03  0.7882540E+03  0.8070154E+03  0.8262451E+03  0.8459178E+03  0.8660093E+03  0.8864960E+03  0.9073550E+03  0.9285638E+03  0.9501000E+03  0.9719413E+03  0.9940654E+03  0.1016449E+04  0.1039069E+04  0.1061898E+04  0.1084909E+04  0.1108070E+04  0.1146789E+04  0.1186088E+04  0.1225907E+04  0.1266220E+04
           73  0.5027593E+03  0.5519650E+03  0.6034908E+03  0.6587959E+03  0.7223512E+03  0.7395704E+03  0.7574509E+03  0.7759436E+03  0.7950088E+03  0.8146123E+03  0.8347228E+03  0.8553113E+03  0.8763503E+03  0.8978142E+03  0.9196781E+03  0.9419189E+03  0.9645140E+03  0.9874415E+03  0.1010680E+04  0.1034207E+04  0.1058000E+04  0.1082035E+04  0.1106286E+04  0.1130721E+04  0.1168277E+04  0.1206341E+04  0.1244968E+04  0.1284209E+04
           74  0.5073152E+03  0.5560093E+03  0.6070455E+03  0.6619734E+03  0.7231231E+03  0.7412909E+03  0.7600906E+03  0.7795104E+03  0.7995265E+03  0.8201097E+03  0.8412288E+03  0.8628528E+03  0.8849521E+03  0.9074990E+03  0.9304680E+03  0.9538360E+03  0.9775815E+03  0.1001685E+04  0.1026127E+04  0.1050890E+04  0.1075955E+04  0.1101302E+04  0.1126911E+04  0.1152757E+04  0.1188887E+04  0.1225617E+04  0.1262952E+04  0.1300893E+04
           75  0.5121509E+03  0.5594058E+03  0.6088127E+03  0.6616846E+03  0.7214209E+03  0.7404596E+03  0.7602157E+03  0.7806589E+03  0.8017504E+03  0.8234482E+03  0.8457108E+03  0.8684991E+03  0.8917781E+03  0.9155173E+03  0.9396903E+03  0.9642752E+03  0.9892535E+03  0.1014610E+04  0.1040330E+04  0.1066402E+04  0.1092816E+04  0.1119558E+04  0.1146617E+04  0.1173976E+04  0.1208662E+04  0.1244031E+04  0.1280045E+04  0.1316706E+04
           76  0.5178682E+03  0.5633542E+03  0.6107573E+03  0.6610974E+03  0.7168296E+03  0.7367690E+03  0.7575930E+03  0.7792192E+03  0.8015662E+03  0.8245596E+03  0.8481354E+03  0.8722404E+03  0.8968317E+03  0.9218757E+03  0.9473473E+03  0.9732280E+03  0.9995050E+03  0.1026170E+04  0.1053218E+04  0.1080647E+04  0.1108456E+04  0.1136643E+04  0.1165208E+04  0.1194148E+04  0.1227399E+04  0.1261368E+04  0.1296016E+04  0.1331371E+04
           77  0.5226615E+03  0.5657411E+03  0.6103976E+03  0.6572269E+03  0.7084121E+03  0.7294963E+03  0.7517342E+03  0.7749021E+03  0.7988342E+03  0.8234072E+03  0.8485306E+03  0.8741395E+03  0.9001886E+03  0.9266478E+03  0.9534991E+03  0.9807333E+03  0.1008348E+04  0.1036348E+04  0.1064739E+04  0.1093534E+04  0.1122745E+04  0.1152386E+04  0.1182473E+04  0.1213019E+04  0.1244715E+04  0.1277162E+04  0.1310325E+04  0.1344260E+04
