     X                     1              2              3              4              5              6              7              8              9             10             11             12             13             14             15             16             17             18             19             20             21             22             23             24             25             26             27             28             29             30             31             32             33             34             35             36             37             38             39             40             41             42
           31  0.8066627E+05  0.8067111E+05  0.8067831E+05  0.8068101E+05  0.8067958E+05  0.8067714E+05  0.8067615E+05  0.8067553E+05  0.8067518E+05  0.8067503E+05  0.8067504E+05  0.8067515E+05  0.8067535E+05  0.8067560E+05  0.8067591E+05  0.8067625E+05  0.8067663E+05  0.8067702E+05  0.8067744E+05  0.8067787E+05  0.8067832E+05  0.8067878E+05  0.8067927E+05  0.8067977E+05  0.8068029E+05  0.8068083E+05  0.8068140E+05  0.8068199E+05  0.8068262E+05  0.8068328E+05  0.8068398E+05  0.8068471E+05  0.8068550E+05  0.8068633E+05  0.8068723E+05  0.8068818E+05  0.8068920E+05  0.8069029E+05  0.8069146E+05  0.8069328E+05  0.8069572E+05  0.8069699E+05
           32  0.8072125E+05  0.8072100E+05  0.8072119E+05  0.8072176E+05  0.8072141E+05  0.8072109E+05  0.8072136E+05  0.8072163E+05  0.8072188E+05  0.8072212E+05  0.8072236E+05  0.8072259E+05  0.8072283E+05  0.8072306E+05  0.8072329E+05  0.8072351E+05  0.8072374E+05  0.8072397E+05  0.8072421E+05  0.8072444E+05  0.8072469E+05  0.8072494E+05  0.8072521E+05  0.8072549E+05  0.8072579E+05  0.8072611E+05  0.8072646E+05  0.8072683E+05  0.8072724E+05  0.8072768E+05  0.8072817E+05  0.8072870E+05  0.8072928E+05  0.8072992E+05  0.8073063E+05  0.8073143E+05  0.8073231E+05  0.8073330E+05  0.8073443E+05  0.8073624E+05  0.8073867E+05  0.8073991E+05
           33  0.8076981E+05  0.8076731E+05  0.8076420E+05  0.8076362E+05  0.8076426E+05  0.8076564E+05  0.8076692E+05  0.8076791E+05  0.8076867E+05  0.8076926E+05  0.8076972E+05  0.8077007E+05  0.8077033E+05  0.8077053E+05  0.8077067E+05  0.8077077E+05  0.8077085E+05  0.8077089E+05  0.8077093E+05  0.8077095E+05  0.8077097E+05  0.8077099E+05  0.8077102E+05  0.8077105E+05  0.8077110E+05  0.8077117E+05  0.8077126E+05  0.8077138E+05  0.8077153E+05  0.8077171E+05  0.8077193E+05  0.8077220E+05  0.8077252E+05  0.8077289E+05  0.8077332E+05  0.8077384E+05  0.8077443E+05  0.8077514E+05  0.8077597E+05  0.8077778E+05  0.8078045E+05  0.8078179E+05
           34  0.8081575E+05  0.8081376E+05  0.8081088E+05  0.8081007E+05  0.8081168E+05  0.8081394E+05  0.8081523E+05  0.8081627E+05  0.8081708E+05  0.8081767E+05  0.8081807E+05  0.8081833E+05  0.8081846E+05  0.8081849E+05  0.8081843E+05  0.8081832E+05  0.8081816E+05  0.8081796E+05  0.8081774E+05  0.8081749E+05  0.8081724E+05  0.8081699E+05  0.8081673E+05  0.8081649E+05  0.8081625E+05  0.8081603E+05  0.8081583E+05  0.8081565E+05  0.8081550E+05  0.8081538E+05  0.8081530E+05  0.8081525E+05  0.8081524E+05  0.8081527E+05  0.8081534E+05  0.8081545E+05  0.8081560E+05  0.8081577E+05  0.8081595E+05  0.8081691E+05  0.8081878E+05  0.8081980E+05
           35  0.8086864E+05  0.8086661E+05  0.8086310E+05  0.8086120E+05  0.8086209E+05  0.8086434E+05  0.8086590E+05  0.8086691E+05  0.8086751E+05  0.8086780E+05  0.8086786E+05  0.8086776E+05  0.8086752E+05  0.8086718E+05  0.8086677E+05  0.8086631E+05  0.8086580E+05  0.8086526E+05  0.8086470E+05  0.8086413E+05  0.8086355E+05  0.8086297E+05  0.8086239E+05  0.8086182E+05  0.8086126E+05  0.8086071E+05  0.8086018E+05  0.8085968E+05  0.8085920E+05  0.8085875E+05  0.8085833E+05  0.8085794E+05  0.8085759E+05  0.8085727E+05  0.8085700E+05  0.8085675E+05  0.8085653E+05  0.8085632E+05  0.8085610E+05  0.8085607E+05  0.8085657E+05  0.8085701E+05
           36  0.8094130E+05  0.8093744E+05  0.8093061E+05  0.8092574E+05  0.8092329E+05  0.8092269E+05  0.8092218E+05  0.8092157E+05  0.8092087E+05  0.8092010E+05  0.8091927E+05  0.8091840E+05  0.8091750E+05  0.8091657E+05  0.8091563E+05  0.8091468E+05  0.8091372E+05  0.8091276E+05  0.8091180E+05  0.8091083E+05  0.8090987E+05  0.8090892E+05  0.8090798E+05  0.8090704E+05  0.8090612E+05  0.8090522E+05  0.8090434E+05  0.8090347E+05  0.8090263E+05  0.8090182E+05  0.8090104E+05  0.8090030E+05  0.8089960E+05  0.8089895E+05  0.8089835E+05  0.8089781E+05  0.8089735E+05  0.8089698E+05  0.8089673E+05  0.8089624E+05  0.8089587E+05  0.8089591E+05
           37  0.8102029E+05  0.8101405E+05  0.8100298E+05  0.8099438E+05  0.8098765E+05  0.8098315E+05  0.8097997E+05  0.8097731E+05  0.8097501E+05  0.8097295E+05  0.8097108E+05  0.8096934E+05  0.8096769E+05  0.8096612E+05  0.8096460E+05  0.8096313E+05  0.8096169E+05  0.8096027E+05  0.8095888E+05  0.8095750E+05  0.8095614E+05  0.8095480E+05  0.8095347E+05  0.8095215E+05  0.8095085E+05  0.8094956E+05  0.8094829E+05  0.8094704E+05  0.8094581E+05  0.8094460E+05  0.8094343E+05  0.8094229E+05  0.8094118E+05  0.8094012E+05  0.8093912E+05  0.8093819E+05  0.8093733E+05  0.8093659E+05  0.8093598E+05  0.8093459E+05  0.8093291E+05  0.8093231E+05
           38  0.8108680E+05  0.8107974E+05  0.8106666E+05  0.8105525E+05  0.8104445E+05  0.8103707E+05  0.8103327E+05  0.8102990E+05  0.8102689E+05  0.8102418E+05  0.8102169E+05  0.8101938E+05  0.8101721E+05  0.8101515E+05  0.8101317E+05  0.8101126E+05  0.8100940E+05  0.8100758E+05  0.8100579E+05  0.8100402E+05  0.8100228E+05  0.8100054E+05  0.8099882E+05  0.8099712E+05  0.8099542E+05  0.8099374E+05  0.8099206E+05  0.8099040E+05  0.8098875E+05  0.8098712E+05  0.8098551E+05  0.8098391E+05  0.8098234E+05  0.8098079E+05  0.8097928E+05  0.8097779E+05  0.8097634E+05  0.8097493E+05  0.8097354E+05  0.8097111E+05  0.8096807E+05  0.8096675E+05
           39  0.8114140E+05  0.8113437E+05  0.8112087E+05  0.8110819E+05  0.8109520E+05  0.8108641E+05  0.8108262E+05  0.8107923E+05  0.8107616E+05  0.8107332E+05  0.8107066E+05  0.8106814E+05  0.8106573E+05  0.8106341E+05  0.8106115E+05  0.8105893E+05  0.8105676E+05  0.8105461E+05  0.8105248E+05  0.8105037E+05  0.8104826E+05  0.8104617E+05  0.8104407E+05  0.8104198E+05  0.8103990E+05  0.8103781E+05  0.8103572E+05  0.8103364E+05  0.8103156E+05  0.8102948E+05  0.8102740E+05  0.8102532E+05  0.8102325E+05  0.8102119E+05  0.8101913E+05  0.8101708E+05  0.8101503E+05  0.8101299E+05  0.8101095E+05  0.8100792E+05  0.8100424E+05  0.8100258E+05
           40  0.8118605E+05  0.8117866E+05  0.8116460E+05  0.8115175E+05  0.8113897E+05  0.8113092E+05  0.8112834E+05  0.8112580E+05  0.8112328E+05  0.8112080E+05  0.8111834E+05  0.8111590E+05  0.8111348E+05  0.8111107E+05  0.8110866E+05  0.8110626E+05  0.8110386E+05  0.8110145E+05  0.8109904E+05  0.8109662E+05  0.8109419E+05  0.8109175E+05  0.8108930E+05  0.8108684E+05  0.8108436E+05  0.8108188E+05  0.8107938E+05  0.8107687E+05  0.8107434E+05  0.8107181E+05  0.8106926E+05  0.8106669E+05  0.8106412E+05  0.8106153E+05  0.8105893E+05  0.8105631E+05  0.8105370E+05  0.8105107E+05  0.8104846E+05  0.8104470E+05  0.8104015E+05  0.8103810E+05
           41  0.8122645E+05  0.8121849E+05  0.8120387E+05  0.8119163E+05  0.8118125E+05  0.8117545E+05  0.8117391E+05  0.8117213E+05  0.8117017E+05  0.8116806E+05  0.8116584E+05  0.8116352E+05  0.8116113E+05  0.8115867E+05  0.8115616E+05  0.8115360E+05  0.8115099E+05  0.8114835E+05  0.8114567E+05  0.8114295E+05  0.8114021E+05  0.8113743E+05  0.8113463E+05  0.8113180E+05  0.8112894E+05  0.8112606E+05  0.8112315E+05  0.8112021E+05  0.8111725E+05  0.8111426E+05  0.8111123E+05  0.8110818E+05  0.8110510E+05  0.8110198E+05  0.8109882E+05  0.8109562E+05  0.8109238E+05  0.8108908E+05  0.8108574E+05  0.8108063E+05  0.8107452E+05  0.8107176E+05
           42  0.8126843E+05  0.8126002E+05  0.8124507E+05  0.8123380E+05  0.8122650E+05  0.8122316E+05  0.8122182E+05  0.8122024E+05  0.8121843E+05  0.8121642E+05  0.8121423E+05  0.8121188E+05  0.8120941E+05  0.8120682E+05  0.8120413E+05  0.8120135E+05  0.8119850E+05  0.8119558E+05  0.8119261E+05  0.8118958E+05  0.8118650E+05  0.8118338E+05  0.8118022E+05  0.8117701E+05  0.8117377E+05  0.8117049E+05  0.8116717E+05  0.8116382E+05  0.8116042E+05  0.8115698E+05  0.8115351E+05  0.8114998E+05  0.8114641E+05  0.8114278E+05  0.8113910E+05  0.8113535E+05  0.8113153E+05  0.8112762E+05  0.8112362E+05  0.8111774E+05  0.8111063E+05  0.8110727E+05
           43  0.8131485E+05  0.8130657E+05  0.8129197E+05  0.8128140E+05  0.8127545E+05  0.8127328E+05  0.8127212E+05  0.8127055E+05  0.8126866E+05  0.8126649E+05  0.8126410E+05  0.8126152E+05  0.8125878E+05  0.8125591E+05  0.8125291E+05  0.8124982E+05  0.8124664E+05  0.8124338E+05  0.8124006E+05  0.8123667E+05  0.8123322E+05  0.8122973E+05  0.8122618E+05  0.8122259E+05  0.8121896E+05  0.8121528E+05  0.8121156E+05  0.8120779E+05  0.8120398E+05  0.8120012E+05  0.8119621E+05  0.8119224E+05  0.8118822E+05  0.8118414E+05  0.8117999E+05  0.8117577E+05  0.8117148E+05  0.8116711E+05  0.8116267E+05  0.8115671E+05  0.8114940E+05  0.8114579E+05
           44  0.8137029E+05  0.8136237E+05  0.8134822E+05  0.8133770E+05  0.8133137E+05  0.8132844E+05  0.8132642E+05  0.8132410E+05  0.8132154E+05  0.8131876E+05  0.8131581E+05  0.8131271E+05  0.8130947E+05  0.8130612E+05  0.8130267E+05  0.8129913E+05  0.8129552E+05  0.8129184E+05  0.8128809E+05  0.8128429E+05  0.8128044E+05  0.8127654E+05  0.8127259E+05  0.8126860E+05  0.8126457E+05  0.8126049E+05  0.8125637E+05  0.8125220E+05  0.8124799E+05  0.8124373E+05  0.8123941E+05  0.8123504E+05  0.8123061E+05  0.8122611E+05  0.8122154E+05  0.8121689E+05  0.8121215E+05  0.8120732E+05  0.8120237E+05  0.8119605E+05  0.8118865E+05  0.8118501E+05
           45  0.8143463E+05  0.8142662E+05  0.8141213E+05  0.8140068E+05  0.8139227E+05  0.8138713E+05  0.8138363E+05  0.8138008E+05  0.8137646E+05  0.8137277E+05  0.8136901E+05  0.8136517E+05  0.8136127E+05  0.8135730E+05  0.8135327E+05  0.8134919E+05  0.8134506E+05  0.8134089E+05  0.8133667E+05  0.8133241E+05  0.8132812E+05  0.8132379E+05  0.8131942E+05  0.8131502E+05  0.8131059E+05  0.8130612E+05  0.8130161E+05  0.8129706E+05  0.8129247E+05  0.8128784E+05  0.8128316E+05  0.8127842E+05  0.8127363E+05  0.8126878E+05  0.8126386E+05  0.8125885E+05  0.8125376E+05  0.8124856E+05  0.8124324E+05  0.8123649E+05  0.8122825E+05  0.8122403E+05
           46  0.8149780E+05  0.8148999E+05  0.8147556E+05  0.8146335E+05  0.8145305E+05  0.8144599E+05  0.8144130E+05  0.8143668E+05  0.8143208E+05  0.8142749E+05  0.8142290E+05  0.8141829E+05  0.8141368E+05  0.8140904E+05  0.8140440E+05  0.8139973E+05  0.8139505E+05  0.8139035E+05  0.8138563E+05  0.8138090E+05  0.8137615E+05  0.8137138E+05  0.8136659E+05  0.8136178E+05  0.8135696E+05  0.8135210E+05  0.8134723E+05  0.8134232E+05  0.8133738E+05  0.8133241E+05  0.8132740E+05  0.8132236E+05  0.8131726E+05  0.8131212E+05  0.8130693E+05  0.8130168E+05  0.8129638E+05  0.8129102E+05  0.8128561E+05  0.8127858E+05  0.8126940E+05  0.8126455E+05
           47  0.8155482E+05  0.8154762E+05  0.8153392E+05  0.8152175E+05  0.8151123E+05  0.8150373E+05  0.8149838E+05  0.8149300E+05  0.8148761E+05  0.8148224E+05  0.8147689E+05  0.8147155E+05  0.8146624E+05  0.8146095E+05  0.8145568E+05  0.8145043E+05  0.8144519E+05  0.8143997E+05  0.8143475E+05  0.8142955E+05  0.8142435E+05  0.8141915E+05  0.8141395E+05  0.8140875E+05  0.8140355E+05  0.8139834E+05  0.8139311E+05  0.8138788E+05  0.8138262E+05  0.8137734E+05  0.8137204E+05  0.8136672E+05  0.8136136E+05  0.8135596E+05  0.8135053E+05  0.8134506E+05  0.8133955E+05  0.8133400E+05  0.8132842E+05  0.8132096E+05  0.8131133E+05  0.8130635E+05
           48  0.8161631E+05  0.8160907E+05  0.8159518E+05  0.8158245E+05  0.8157089E+05  0.8156224E+05  0.8155576E+05  0.8154936E+05  0.8154304E+05  0.8153681E+05  0.8153067E+05  0.8152460E+05  0.8151860E+05  0.8151267E+05  0.8150680E+05  0.8150098E+05  0.8149521E+05  0.8148948E+05  0.8148380E+05  0.8147814E+05  0.8147252E+05  0.8146692E+05  0.8146134E+05  0.8145577E+05  0.8145022E+05  0.8144468E+05  0.8143914E+05  0.8143360E+05  0.8142806E+05  0.8142252E+05  0.8141695E+05  0.8141138E+05  0.8140578E+05  0.8140016E+05  0.8139450E+05  0.8138881E+05  0.8138308E+05  0.8137730E+05  0.8137147E+05  0.8136346E+05  0.8135322E+05  0.8134803E+05
           49  0.8167947E+05  0.8167215E+05  0.8165786E+05  0.8164413E+05  0.8163076E+05  0.8162025E+05  0.8161242E+05  0.8160491E+05  0.8159764E+05  0.8159058E+05  0.8158369E+05  0.8157694E+05  0.8157032E+05  0.8156380E+05  0.8155738E+05  0.8155106E+05  0.8154481E+05  0.8153863E+05  0.8153251E+05  0.8152645E+05  0.8152044E+05  0.8151448E+05  0.8150856E+05  0.8150267E+05  0.8149681E+05  0.8149098E+05  0.8148516E+05  0.8147937E+05  0.8147358E+05  0.8146780E+05  0.8146202E+05  0.8145624E+05  0.8145046E+05  0.8144465E+05  0.8143883E+05  0.8143298E+05  0.8142709E+05  0.8142116E+05  0.8141517E+05  0.8140683E+05  0.8139597E+05  0.8139042E+05
           50  0.8173495E+05  0.8172781E+05  0.8171355E+05  0.8169936E+05  0.8168524E+05  0.8167408E+05  0.8166596E+05  0.8165803E+05  0.8165028E+05  0.8164271E+05  0.8163531E+05  0.8162806E+05  0.8162095E+05  0.8161397E+05  0.8160711E+05  0.8160036E+05  0.8159371E+05  0.8158715E+05  0.8158067E+05  0.8157427E+05  0.8156793E+05  0.8156166E+05  0.8155544E+05  0.8154927E+05  0.8154315E+05  0.8153707E+05  0.8153103E+05  0.8152502E+05  0.8151903E+05  0.8151307E+05  0.8150713E+05  0.8150119E+05  0.8149527E+05  0.8148935E+05  0.8148342E+05  0.8147749E+05  0.8147154E+05  0.8146556E+05  0.8145955E+05  0.8145111E+05  0.8143983E+05  0.8143399E+05
           51  0.8178929E+05  0.8178213E+05  0.8176765E+05  0.8175290E+05  0.8173791E+05  0.8172607E+05  0.8171760E+05  0.8170929E+05  0.8170116E+05  0.8169320E+05  0.8168542E+05  0.8167779E+05  0.8167032E+05  0.8166298E+05  0.8165578E+05  0.8164870E+05  0.8164173E+05  0.8163486E+05  0.8162809E+05  0.8162141E+05  0.8161481E+05  0.8160828E+05  0.8160183E+05  0.8159543E+05  0.8158910E+05  0.8158282E+05  0.8157659E+05  0.8157041E+05  0.8156427E+05  0.8155816E+05  0.8155210E+05  0.8154607E+05  0.8154006E+05  0.8153408E+05  0.8152812E+05  0.8152216E+05  0.8151621E+05  0.8151025E+05  0.8150425E+05  0.8149581E+05  0.8148423E+05  0.8147814E+05
           52  0.8184336E+05  0.8183605E+05  0.8182111E+05  0.8180554E+05  0.8178943E+05  0.8177665E+05  0.8176759E+05  0.8175883E+05  0.8175031E+05  0.8174202E+05  0.8173394E+05  0.8172603E+05  0.8171829E+05  0.8171070E+05  0.8170325E+05  0.8169593E+05  0.8168873E+05  0.8168164E+05  0.8167465E+05  0.8166776E+05  0.8166095E+05  0.8165423E+05  0.8164758E+05  0.8164101E+05  0.8163451E+05  0.8162807E+05  0.8162169E+05  0.8161537E+05  0.8160911E+05  0.8160291E+05  0.8159676E+05  0.8159067E+05  0.8158463E+05  0.8157864E+05  0.8157271E+05  0.8156683E+05  0.8156101E+05  0.8155524E+05  0.8154952E+05  0.8154115E+05  0.8152892E+05  0.8152232E+05
           53  0.8189407E+05  0.8188656E+05  0.8187106E+05  0.8185463E+05  0.8183734E+05  0.8182386E+05  0.8181474E+05  0.8180589E+05  0.8179728E+05  0.8178888E+05  0.8178067E+05  0.8177264E+05  0.8176477E+05  0.8175705E+05  0.8174946E+05  0.8174200E+05  0.8173465E+05  0.8172741E+05  0.8172028E+05  0.8171323E+05  0.8170628E+05  0.8169941E+05  0.8169262E+05  0.8168591E+05  0.8167927E+05  0.8167270E+05  0.8166620E+05  0.8165977E+05  0.8165341E+05  0.8164711E+05  0.8164088E+05  0.8163473E+05  0.8162866E+05  0.8162267E+05  0.8161676E+05  0.8161096E+05  0.8160528E+05  0.8159972E+05  0.8159430E+05  0.8158567E+05  0.8157246E+05  0.8156523E+05
           54  0.8194165E+05  0.8193390E+05  0.8191783E+05  0.8190062E+05  0.8188218E+05  0.8186814E+05  0.8185928E+05  0.8185062E+05  0.8184215E+05  0.8183384E+05  0.8182569E+05  0.8181768E+05  0.8180981E+05  0.8180206E+05  0.8179443E+05  0.8178692E+05  0.8177950E+05  0.8177219E+05  0.8176496E+05  0.8175783E+05  0.8175078E+05  0.8174381E+05  0.8173691E+05  0.8173009E+05  0.8172334E+05  0.8171666E+05  0.8171005E+05  0.8170350E+05  0.8169703E+05  0.8169062E+05  0.8168429E+05  0.8167804E+05  0.8167187E+05  0.8166580E+05  0.8165984E+05  0.8165400E+05  0.8164831E+05  0.8164279E+05  0.8163746E+05  0.8162839E+05  0.8161433E+05  0.8160672E+05
           55  0.8198559E+05  0.8197762E+05  0.8196109E+05  0.8194334E+05  0.8192434E+05  0.8191024E+05  0.8190185E+05  0.8189356E+05  0.8188537E+05  0.8187728E+05  0.8186929E+05  0.8186140E+05  0.8185361E+05  0.8184592E+05  0.8183831E+05  0.8183080E+05  0.8182338E+05  0.8181604E+05  0.8180878E+05  0.8180159E+05  0.8179448E+05  0.8178745E+05  0.8178047E+05  0.8177357E+05  0.8176673E+05  0.8175995E+05  0.8175322E+05  0.8174656E+05  0.8173996E+05  0.8173341E+05  0.8172692E+05  0.8172050E+05  0.8171415E+05  0.8170788E+05  0.8170170E+05  0.8169564E+05  0.8168971E+05  0.8168396E+05  0.8167845E+05  0.8166878E+05  0.8165411E+05  0.8164637E+05
           56  0.8202789E+05  0.8201972E+05  0.8200279E+05  0.8198466E+05  0.8196535E+05  0.8195138E+05  0.8194344E+05  0.8193550E+05  0.8192759E+05  0.8191972E+05  0.8191190E+05  0.8190415E+05  0.8189646E+05  0.8188884E+05  0.8188130E+05  0.8187382E+05  0.8186642E+05  0.8185909E+05  0.8185182E+05  0.8184462E+05  0.8183748E+05  0.8183041E+05  0.8182339E+05  0.8181642E+05  0.8180951E+05  0.8180264E+05  0.8179582E+05  0.8178904E+05  0.8178230E+05  0.8177559E+05  0.8176892E+05  0.8176228E+05  0.8175566E+05  0.8174907E+05  0.8174250E+05  0.8173594E+05  0.8172939E+05  0.8172285E+05  0.8171629E+05  0.8170444E+05  0.8168855E+05  0.8168063E+05
           57  0.8207068E+05  0.8206230E+05  0.8204495E+05  0.8202643E+05  0.8200680E+05  0.8199281E+05  0.8198499E+05  0.8197717E+05  0.8196937E+05  0.8196161E+05  0.8195389E+05  0.8194623E+05  0.8193861E+05  0.8193106E+05  0.8192357E+05  0.8191614E+05  0.8190877E+05  0.8190146E+05  0.8189421E+05  0.8188702E+05  0.8187988E+05  0.8187280E+05  0.8186576E+05  0.8185876E+05  0.8185181E+05  0.8184488E+05  0.8183799E+05  0.8183113E+05  0.8182428E+05  0.8181744E+05  0.8181061E+05  0.8180378E+05  0.8179693E+05  0.8179006E+05  0.8178315E+05  0.8177619E+05  0.8176914E+05  0.8176198E+05  0.8175467E+05  0.8174102E+05  0.8172344E+05  0.8171524E+05
           58  0.8211397E+05  0.8210543E+05  0.8208773E+05  0.8206875E+05  0.8204859E+05  0.8203432E+05  0.8202646E+05  0.8201862E+05  0.8201083E+05  0.8200308E+05  0.8199538E+05  0.8198775E+05  0.8198017E+05  0.8197266E+05  0.8196521E+05  0.8195783E+05  0.8195050E+05  0.8194324E+05  0.8193603E+05  0.8192887E+05  0.8192177E+05  0.8191471E+05  0.8190769E+05  0.8190071E+05  0.8189375E+05  0.8188683E+05  0.8187992E+05  0.8187302E+05  0.8186613E+05  0.8185924E+05  0.8185234E+05  0.8184541E+05  0.8183845E+05  0.8183145E+05  0.8182439E+05  0.8181727E+05  0.8181006E+05  0.8180278E+05  0.8179541E+05  0.8178201E+05  0.8176415E+05  0.8175598E+05
           59  0.8215764E+05  0.8214970E+05  0.8213254E+05  0.8211295E+05  0.8209114E+05  0.8207569E+05  0.8206766E+05  0.8205969E+05  0.8205180E+05  0.8204400E+05  0.8203628E+05  0.8202864E+05  0.8202109E+05  0.8201362E+05  0.8200622E+05  0.8199889E+05  0.8199164E+05  0.8198444E+05  0.8197731E+05  0.8197023E+05  0.8196319E+05  0.8195620E+05  0.8194925E+05  0.8194234E+05  0.8193545E+05  0.8192858E+05  0.8192172E+05  0.8191487E+05  0.8190802E+05  0.8190116E+05  0.8189428E+05  0.8188737E+05  0.8188042E+05  0.8187341E+05  0.8186633E+05  0.8185916E+05  0.8185188E+05  0.8184446E+05  0.8183688E+05  0.8182394E+05  0.8180696E+05  0.8179915E+05
           60  0.8220291E+05  0.8219524E+05  0.8217813E+05  0.8215757E+05  0.8213359E+05  0.8211658E+05  0.8210816E+05  0.8209995E+05  0.8209192E+05  0.8208405E+05  0.8207631E+05  0.8206870E+05  0.8206120E+05  0.8205380E+05  0.8204650E+05  0.8203928E+05  0.8203213E+05  0.8202505E+05  0.8201804E+05  0.8201108E+05  0.8200417E+05  0.8199731E+05  0.8199048E+05  0.8198369E+05  0.8197693E+05  0.8197018E+05  0.8196345E+05  0.8195673E+05  0.8195001E+05  0.8194328E+05  0.8193654E+05  0.8192978E+05  0.8192298E+05  0.8191613E+05  0.8190921E+05  0.8190221E+05  0.8189509E+05  0.8188782E+05  0.8188034E+05  0.8186921E+05  0.8185434E+05  0.8184710E+05
           61  0.8224533E+05  0.8223726E+05  0.8221943E+05  0.8219803E+05  0.8217279E+05  0.8215501E+05  0.8214659E+05  0.8213842E+05  0.8213046E+05  0.8212269E+05  0.8211509E+05  0.8210762E+05  0.8210028E+05  0.8209306E+05  0.8208593E+05  0.8207889E+05  0.8207192E+05  0.8206503E+05  0.8205820E+05  0.8205143E+05  0.8204470E+05  0.8203802E+05  0.8203138E+05  0.8202477E+05  0.8201819E+05  0.8201163E+05  0.8200509E+05  0.8199857E+05  0.8199206E+05  0.8198555E+05  0.8197905E+05  0.8197255E+05  0.8196604E+05  0.8195953E+05  0.8195300E+05  0.8194647E+05  0.8193991E+05  0.8193335E+05  0.8192676E+05  0.8191726E+05  0.8190354E+05  0.8189631E+05
           62  0.8228156E+05  0.8227362E+05  0.8225587E+05  0.8223423E+05  0.8220847E+05  0.8219050E+05  0.8218251E+05  0.8217472E+05  0.8216712E+05  0.8215970E+05  0.8215242E+05  0.8214527E+05  0.8213824E+05  0.8213130E+05  0.8212446E+05  0.8211770E+05  0.8211100E+05  0.8210437E+05  0.8209779E+05  0.8209127E+05  0.8208479E+05  0.8207834E+05  0.8207194E+05  0.8206556E+05  0.8205921E+05  0.8205289E+05  0.8204658E+05  0.8204030E+05  0.8203404E+05  0.8202779E+05  0.8202157E+05  0.8201536E+05  0.8200918E+05  0.8200303E+05  0.8199692E+05  0.8199086E+05  0.8198487E+05  0.8197898E+05  0.8197324E+05  0.8196365E+05  0.8194913E+05  0.8194138E+05
           63  0.8231521E+05  0.8230756E+05  0.8229020E+05  0.8226856E+05  0.8224237E+05  0.8222384E+05  0.8221635E+05  0.8220913E+05  0.8220209E+05  0.8219520E+05  0.8218843E+05  0.8218175E+05  0.8217516E+05  0.8216864E+05  0.8216219E+05  0.8215579E+05  0.8214944E+05  0.8214314E+05  0.8213688E+05  0.8213066E+05  0.8212446E+05  0.8211830E+05  0.8211217E+05  0.8210606E+05  0.8209998E+05  0.8209391E+05  0.8208786E+05  0.8208184E+05  0.8207583E+05  0.8206984E+05  0.8206387E+05  0.8205793E+05  0.8205201E+05  0.8204613E+05  0.8204029E+05  0.8203450E+05  0.8202878E+05  0.8202313E+05  0.8201756E+05  0.8200772E+05  0.8199254E+05  0.8198444E+05
           64  0.8234593E+05  0.8233851E+05  0.8232149E+05  0.8229989E+05  0.8227299E+05  0.8225373E+05  0.8224772E+05  0.8224167E+05  0.8223560E+05  0.8222953E+05  0.8222346E+05  0.8221740E+05  0.8221136E+05  0.8220534E+05  0.8219934E+05  0.8219337E+05  0.8218742E+05  0.8218149E+05  0.8217558E+05  0.8216970E+05  0.8216383E+05  0.8215798E+05  0.8215215E+05  0.8214633E+05  0.8214053E+05  0.8213473E+05  0.8212895E+05  0.8212318E+05  0.8211741E+05  0.8211166E+05  0.8210592E+05  0.8210020E+05  0.8209449E+05  0.8208880E+05  0.8208314E+05  0.8207750E+05  0.8207190E+05  0.8206634E+05  0.8206084E+05  0.8205041E+05  0.8203419E+05  0.8202565E+05
           65  0.8237671E+05  0.8236949E+05  0.8235282E+05  0.8233127E+05  0.8230352E+05  0.8228450E+05  0.8227962E+05  0.8227450E+05  0.8226922E+05  0.8226383E+05  0.8225837E+05  0.8225287E+05  0.8224734E+05  0.8224180E+05  0.8223625E+05  0.8223070E+05  0.8222515E+05  0.8221961E+05  0.8221408E+05  0.8220855E+05  0.8220302E+05  0.8219750E+05  0.8219198E+05  0.8218647E+05  0.8218095E+05  0.8217544E+05  0.8216992E+05  0.8216441E+05  0.8215888E+05  0.8215336E+05  0.8214783E+05  0.8214230E+05  0.8213676E+05  0.8213122E+05  0.8212568E+05  0.8212013E+05  0.8211458E+05  0.8210903E+05  0.8210348E+05  0.8209274E+05  0.8207654E+05  0.8206828E+05
           66  0.8240727E+05  0.8240034E+05  0.8238441E+05  0.8236379E+05  0.8233693E+05  0.8231910E+05  0.8231408E+05  0.8230903E+05  0.8230396E+05  0.8229886E+05  0.8229374E+05  0.8228861E+05  0.8228347E+05  0.8227832E+05  0.8227316E+05  0.8226800E+05  0.8226284E+05  0.8225768E+05  0.8225251E+05  0.8224734E+05  0.8224216E+05  0.8223698E+05  0.8223179E+05  0.8222659E+05  0.8222138E+05  0.8221616E+05  0.8221092E+05  0.8220567E+05  0.8220039E+05  0.8219510E+05  0.8218978E+05  0.8218444E+05  0.8217907E+05  0.8217367E+05  0.8216824E+05  0.8216278E+05  0.8215728E+05  0.8215174E+05  0.8214617E+05  0.8213563E+05  0.8212048E+05  0.8211304E+05
