     X                     1              2              3              4              5              6              7              8              9             10             11             12             13             14             15             16             17             18
           16  0.8281546E+03  0.8300766E+03  0.8320661E+03  0.8340699E+03  0.8360547E+03  0.8404087E+03  0.8450819E+03  0.8501414E+03  0.8555791E+03  0.8613424E+03  0.8673324E+03  0.8733915E+03  0.8792792E+03  0.8846326E+03  0.8864751E+03  0.8883680E+03  0.8903131E+03  0.8923208E+03
           17  0.8744232E+03  0.8770867E+03  0.8797136E+03  0.8822314E+03  0.8845464E+03  0.8894376E+03  0.8946202E+03  0.9001042E+03  0.9058766E+03  0.9118898E+03  0.9180515E+03  0.9242094E+03  0.9301299E+03  0.9354700E+03  0.9371849E+03  0.9389236E+03  0.9406771E+03  0.9424334E+03
           18  0.9196715E+03  0.9232147E+03  0.9265980E+03  0.9297930E+03  0.9328366E+03  0.9382930E+03  0.9439784E+03  0.9498940E+03  0.9560293E+03  0.9623479E+03  0.9687732E+03  0.9751712E+03  0.9813321E+03  0.9869595E+03  0.9886410E+03  0.9903518E+03  0.9920859E+03  0.9938361E+03
           19  0.9648667E+03  0.9694170E+03  0.9736053E+03  0.9774214E+03  0.9809947E+03  0.9870097E+03  0.9931968E+03  0.9995498E+03  0.1006070E+04  0.1012741E+04  0.1019512E+04  0.1026279E+04  0.1032864E+04  0.1038989E+04  0.1040686E+04  0.1042446E+04  0.1044263E+04  0.1046138E+04
           20  0.1010787E+04  0.1016503E+04  0.1021518E+04  0.1025737E+04  0.1028998E+04  0.1035620E+04  0.1042313E+04  0.1049102E+04  0.1056017E+04  0.1063071E+04  0.1070253E+04  0.1077503E+04  0.1084687E+04  0.1091542E+04  0.1093316E+04  0.1095161E+04  0.1097068E+04  0.1099029E+04
           21  0.1055410E+04  0.1062441E+04  0.1068389E+04  0.1073234E+04  0.1076942E+04  0.1084187E+04  0.1091368E+04  0.1098575E+04  0.1105875E+04  0.1113322E+04  0.1120950E+04  0.1128768E+04  0.1136723E+04  0.1144603E+04  0.1146557E+04  0.1148586E+04  0.1150679E+04  0.1152824E+04
           22  0.1100262E+04  0.1108598E+04  0.1115486E+04  0.1120985E+04  0.1125085E+04  0.1132795E+04  0.1140405E+04  0.1147989E+04  0.1155640E+04  0.1163454E+04  0.1171525E+04  0.1179944E+04  0.1188808E+04  0.1198242E+04  0.1200561E+04  0.1202936E+04  0.1205338E+04  0.1207760E+04
           23  0.1145298E+04  0.1154741E+04  0.1162459E+04  0.1168597E+04  0.1173267E+04  0.1181468E+04  0.1189460E+04  0.1197359E+04  0.1205297E+04  0.1213417E+04  0.1221869E+04  0.1230825E+04  0.1240513E+04  0.1251296E+04  0.1254079E+04  0.1256884E+04  0.1259676E+04  0.1262447E+04
           24  0.1191082E+04  0.1201384E+04  0.1209737E+04  0.1216391E+04  0.1221630E+04  0.1230281E+04  0.1238579E+04  0.1246702E+04  0.1254833E+04  0.1263158E+04  0.1271874E+04  0.1281214E+04  0.1291477E+04  0.1303092E+04  0.1306383E+04  0.1309660E+04  0.1312889E+04  0.1316065E+04
           25  0.1239025E+04  0.1249842E+04  0.1258536E+04  0.1265348E+04  0.1270323E+04  0.1279335E+04  0.1287816E+04  0.1296040E+04  0.1304237E+04  0.1312630E+04  0.1321451E+04  0.1330970E+04  0.1341518E+04  0.1353537E+04  0.1357374E+04  0.1361144E+04  0.1364836E+04  0.1368452E+04
           26  0.1287002E+04  0.1297914E+04  0.1306687E+04  0.1313619E+04  0.1319677E+04  0.1328760E+04  0.1337234E+04  0.1345397E+04  0.1353505E+04  0.1361803E+04  0.1370544E+04  0.1380011E+04  0.1390540E+04  0.1402566E+04  0.1407021E+04  0.1411250E+04  0.1415374E+04  0.1419435E+04
           27  0.1338824E+04  0.1349096E+04  0.1357580E+04  0.1364359E+04  0.1369759E+04  0.1378622E+04  0.1386876E+04  0.1394794E+04  0.1402638E+04  0.1410662E+04  0.1419123E+04  0.1428299E+04  0.1438511E+04  0.1450154E+04  0.1454912E+04  0.1459088E+04  0.1463472E+04  0.1467961E+04
           28  0.1389434E+04  0.1400784E+04  0.1408954E+04  0.1415258E+04  0.1420468E+04  0.1428933E+04  0.1436764E+04  0.1444245E+04  0.1451640E+04  0.1459202E+04  0.1467184E+04  0.1475844E+04  0.1485455E+04  0.1496292E+04  0.1501229E+04  0.1506077E+04  0.1511025E+04  0.1516173E+04
           29  0.1447420E+04  0.1456131E+04  0.1462572E+04  0.1467610E+04  0.1471881E+04  0.1479725E+04  0.1486918E+04  0.1493760E+04  0.1500517E+04  0.1507432E+04  0.1514744E+04  0.1522689E+04  0.1531504E+04  0.1541412E+04  0.1546316E+04  0.1551323E+04  0.1556535E+04  0.1562075E+04
           30  0.1509824E+04  0.1514478E+04  0.1518332E+04  0.1521465E+04  0.1524077E+04  0.1531024E+04  0.1537343E+04  0.1543342E+04  0.1549272E+04  0.1555362E+04  0.1561827E+04  0.1568882E+04  0.1576737E+04  0.1585591E+04  0.1590469E+04  0.1595426E+04  0.1600606E+04  0.1606154E+04
           31  0.1572947E+04  0.1574320E+04  0.1575478E+04  0.1576455E+04  0.1577177E+04  0.1582826E+04  0.1588022E+04  0.1592977E+04  0.1597904E+04  0.1603000E+04  0.1608455E+04  0.1614459E+04  0.1621205E+04  0.1628903E+04  0.1633559E+04  0.1638217E+04  0.1643086E+04  0.1648367E+04
           32  0.1637140E+04  0.1634335E+04  0.1632678E+04  0.1631551E+04  0.1630751E+04  0.1634999E+04  0.1638895E+04  0.1642636E+04  0.1646400E+04  0.1650352E+04  0.1654651E+04  0.1659455E+04  0.1664929E+04  0.1671254E+04  0.1675388E+04  0.1679456E+04  0.1683715E+04  0.1688449E+04
           33  0.1698199E+04  0.1693863E+04  0.1690101E+04  0.1687082E+04  0.1684802E+04  0.1687467E+04  0.1689899E+04  0.1692277E+04  0.1694743E+04  0.1697423E+04  0.1700438E+04  0.1703912E+04  0.1707972E+04  0.1712735E+04  0.1716033E+04  0.1719211E+04  0.1722504E+04  0.1726161E+04
           34  0.1762395E+04  0.1754404E+04  0.1748250E+04  0.1743288E+04  0.1739295E+04  0.1740134E+04  0.1740948E+04  0.1741844E+04  0.1742906E+04  0.1744214E+04  0.1745847E+04  0.1747888E+04  0.1750442E+04  0.1753623E+04  0.1755907E+04  0.1757943E+04  0.1760007E+04  0.1762405E+04
           35  0.1822653E+04  0.1813996E+04  0.1806245E+04  0.1799584E+04  0.1793960E+04  0.1792823E+04  0.1791926E+04  0.1791267E+04  0.1790860E+04  0.1790730E+04  0.1790909E+04  0.1791434E+04  0.1792386E+04  0.1794177E+04  0.1795259E+04  0.1795913E+04  0.1796472E+04  0.1797221E+04
           36  0.1885115E+04  0.1873620E+04  0.1863917E+04  0.1855579E+04  0.1848367E+04  0.1845298E+04  0.1842695E+04  0.1840468E+04  0.1838571E+04  0.1836977E+04  0.1835672E+04  0.1834612E+04  0.1833617E+04  0.1831843E+04  0.1831539E+04  0.1830689E+04  0.1829663E+04  0.1828701E+04
           37  0.1944441E+04  0.1931626E+04  0.1920587E+04  0.1910893E+04  0.1902239E+04  0.1897349E+04  0.1893122E+04  0.1889375E+04  0.1886009E+04  0.1882968E+04  0.1880217E+04  0.1877731E+04  0.1875538E+04  0.1873984E+04  0.1871724E+04  0.1868984E+04  0.1866052E+04  0.1863104E+04
           38  0.2000426E+04  0.1987233E+04  0.1975435E+04  0.1964808E+04  0.1955134E+04  0.1948788E+04  0.1943109E+04  0.1937930E+04  0.1933149E+04  0.1928695E+04  0.1924519E+04  0.1920584E+04  0.1916867E+04  0.1913381E+04  0.1908965E+04  0.1904315E+04  0.1899517E+04  0.1894668E+04
           39  0.2054477E+04  0.2041066E+04  0.2028805E+04  0.2017547E+04  0.2007144E+04  0.1999601E+04  0.1992625E+04  0.1986114E+04  0.1979981E+04  0.1974162E+04  0.1968598E+04  0.1963230E+04  0.1957981E+04  0.1952699E+04  0.1946082E+04  0.1939474E+04  0.1932765E+04  0.1925982E+04
           40  0.2107138E+04  0.2093674E+04  0.2081155E+04  0.2069475E+04  0.2058530E+04  0.2049869E+04  0.2041696E+04  0.2033933E+04  0.2026515E+04  0.2019385E+04  0.2012487E+04  0.2005763E+04  0.1999128E+04  0.1992426E+04  0.1983992E+04  0.1975444E+04  0.1966771E+04  0.1958017E+04
           41  0.2158589E+04  0.2145203E+04  0.2132575E+04  0.2120640E+04  0.2109334E+04  0.2099659E+04  0.2090366E+04  0.2081415E+04  0.2072767E+04  0.2064379E+04  0.2056208E+04  0.2048207E+04  0.2040340E+04  0.2032637E+04  0.2022648E+04  0.2012142E+04  0.2001446E+04  0.1990699E+04
           42  0.2209147E+04  0.2195922E+04  0.2183293E+04  0.2171224E+04  0.2159695E+04  0.2149063E+04  0.2138692E+04  0.2128593E+04  0.2118757E+04  0.2109158E+04  0.2099758E+04  0.2090515E+04  0.2081387E+04  0.2072400E+04  0.2059826E+04  0.2047260E+04  0.2034559E+04  0.2021699E+04
           43  0.2259179E+04  0.2246171E+04  0.2233606E+04  0.2221475E+04  0.2209808E+04  0.2198200E+04  0.2186740E+04  0.2175502E+04  0.2164504E+04  0.2153731E+04  0.2143148E+04  0.2132703E+04  0.2122291E+04  0.2111635E+04  0.2097029E+04  0.2082489E+04  0.2067801E+04  0.2052915E+04
           44  0.2309209E+04  0.2296419E+04  0.2283930E+04  0.2271761E+04  0.2259991E+04  0.2247180E+04  0.2234553E+04  0.2222160E+04  0.2210015E+04  0.2198103E+04  0.2186396E+04  0.2174855E+04  0.2163454E+04  0.2152252E+04  0.2135875E+04  0.2119342E+04  0.2102601E+04  0.2085657E+04
           45  0.2359319E+04  0.2346672E+04  0.2334214E+04  0.2321982E+04  0.2310097E+04  0.2295964E+04  0.2282112E+04  0.2268553E+04  0.2255276E+04  0.2242257E+04  0.2229464E+04  0.2216857E+04  0.2204400E+04  0.2192088E+04  0.2173718E+04  0.2155260E+04  0.2136523E+04  0.2117586E+04
           46  0.2409529E+04  0.2396878E+04  0.2384360E+04  0.2372009E+04  0.2359927E+04  0.2344436E+04  0.2329351E+04  0.2314638E+04  0.2300255E+04  0.2286165E+04  0.2272328E+04  0.2258695E+04  0.2245185E+04  0.2231588E+04  0.2210980E+04  0.2190649E+04  0.2169929E+04  0.2148979E+04
           47  0.2459932E+04  0.2447115E+04  0.2434450E+04  0.2421924E+04  0.2409553E+04  0.2392454E+04  0.2376176E+04  0.2360357E+04  0.2344909E+04  0.2329790E+04  0.2314964E+04  0.2300396E+04  0.2286070E+04  0.2272065E+04  0.2250283E+04  0.2228288E+04  0.2205366E+04  0.2180682E+04
           48  0.2506844E+04  0.2493925E+04  0.2481156E+04  0.2468578E+04  0.2456227E+04  0.2439553E+04  0.2422483E+04  0.2405656E+04  0.2389190E+04  0.2373084E+04  0.2357308E+04  0.2341822E+04  0.2326585E+04  0.2311559E+04  0.2290376E+04  0.2267022E+04  0.2242288E+04  0.2216024E+04
           49  0.2558099E+04  0.2544850E+04  0.2531836E+04  0.2519170E+04  0.2506934E+04  0.2487106E+04  0.2468511E+04  0.2450542E+04  0.2433058E+04  0.2415999E+04  0.2399317E+04  0.2382959E+04  0.2366854E+04  0.2350862E+04  0.2327588E+04  0.2302622E+04  0.2276270E+04  0.2248229E+04
           50  0.2605609E+04  0.2591590E+04  0.2578040E+04  0.2565038E+04  0.2552702E+04  0.2533220E+04  0.2513811E+04  0.2494865E+04  0.2476429E+04  0.2458473E+04  0.2440946E+04  0.2423798E+04  0.2406990E+04  0.2390525E+04  0.2364346E+04  0.2337715E+04  0.2309900E+04  0.2280289E+04
           51  0.2656797E+04  0.2641851E+04  0.2627485E+04  0.2613752E+04  0.2600762E+04  0.2579248E+04  0.2558563E+04  0.2538585E+04  0.2519235E+04  0.2500439E+04  0.2482127E+04  0.2464233E+04  0.2446711E+04  0.2429548E+04  0.2401137E+04  0.2373024E+04  0.2343945E+04  0.2313236E+04
           52  0.2707203E+04  0.2691264E+04  0.2675911E+04  0.2661174E+04  0.2647104E+04  0.2624268E+04  0.2602468E+04  0.2581552E+04  0.2561378E+04  0.2541828E+04  0.2522805E+04  0.2504221E+04  0.2485995E+04  0.2468034E+04  0.2440701E+04  0.2411636E+04  0.2381491E+04  0.2349852E+04
           53  0.2756776E+04  0.2739738E+04  0.2723304E+04  0.2707474E+04  0.2692246E+04  0.2668017E+04  0.2645299E+04  0.2623625E+04  0.2602768E+04  0.2582581E+04  0.2562949E+04  0.2543773E+04  0.2524955E+04  0.2506386E+04  0.2476150E+04  0.2445923E+04  0.2415021E+04  0.2382857E+04
           54  0.2802628E+04  0.2784533E+04  0.2767072E+04  0.2750210E+04  0.2733933E+04  0.2709919E+04  0.2686858E+04  0.2664705E+04  0.2643344E+04  0.2622658E+04  0.2602537E+04  0.2582883E+04  0.2563604E+04  0.2544630E+04  0.2513063E+04  0.2481949E+04  0.2450463E+04  0.2418008E+04
           55  0.2847552E+04  0.2828511E+04  0.2810096E+04  0.2792228E+04  0.2774890E+04  0.2750661E+04  0.2727314E+04  0.2704823E+04  0.2683100E+04  0.2662043E+04  0.2641553E+04  0.2621529E+04  0.2601871E+04  0.2582447E+04  0.2550430E+04  0.2518702E+04  0.2486833E+04  0.2454316E+04
           56  0.2891139E+04  0.2871443E+04  0.2852221E+04  0.2833379E+04  0.2814918E+04  0.2790323E+04  0.2766728E+04  0.2744006E+04  0.2722043E+04  0.2700738E+04  0.2679993E+04  0.2659721E+04  0.2639841E+04  0.2620291E+04  0.2588866E+04  0.2556611E+04  0.2524544E+04  0.2492130E+04
           57  0.2932765E+04  0.2912731E+04  0.2892880E+04  0.2873126E+04  0.2853473E+04  0.2828761E+04  0.2805082E+04  0.2782266E+04  0.2760189E+04  0.2738747E+04  0.2717851E+04  0.2697425E+04  0.2677395E+04  0.2657665E+04  0.2624310E+04  0.2592017E+04  0.2560028E+04  0.2527876E+04
           58  0.2972288E+04  0.2952116E+04  0.2931790E+04  0.2911221E+04  0.2890413E+04  0.2865947E+04  0.2842394E+04  0.2819637E+04  0.2797568E+04  0.2776094E+04  0.2755136E+04  0.2734638E+04  0.2714571E+04  0.2694977E+04  0.2661949E+04  0.2629849E+04  0.2598115E+04  0.2566363E+04
           59  0.3010285E+04  0.2990178E+04  0.2969514E+04  0.2948183E+04  0.2926154E+04  0.2902046E+04  0.2878760E+04  0.2856189E+04  0.2834238E+04  0.2812820E+04  0.2791866E+04  0.2771322E+04  0.2751161E+04  0.2731400E+04  0.2698857E+04  0.2667141E+04  0.2635818E+04  0.2604571E+04
           60  0.3046800E+04  0.3026964E+04  0.3006108E+04  0.2984083E+04  0.2960792E+04  0.2937183E+04  0.2914285E+04  0.2892012E+04  0.2870277E+04  0.2848999E+04  0.2828107E+04  0.2807545E+04  0.2787266E+04  0.2767218E+04  0.2735300E+04  0.2704122E+04  0.2673339E+04  0.2642690E+04
           61  0.3081890E+04  0.3062535E+04  0.3041643E+04  0.3019030E+04  0.2994521E+04  0.2971498E+04  0.2949089E+04  0.2927214E+04  0.2905787E+04  0.2884726E+04  0.2863963E+04  0.2843435E+04  0.2823094E+04  0.2802898E+04  0.2771756E+04  0.2741274E+04  0.2711163E+04  0.2681204E+04
           62  0.3115597E+04  0.3096931E+04  0.3076157E+04  0.3053103E+04  0.3027503E+04  0.3005119E+04  0.2983287E+04  0.2961906E+04  0.2940877E+04  0.2920114E+04  0.2899546E+04  0.2879110E+04  0.2858755E+04  0.2838440E+04  0.2808267E+04  0.2778645E+04  0.2749335E+04  0.2720161E+04
           63  0.3147976E+04  0.3130229E+04  0.3109716E+04  0.3086398E+04  0.3059850E+04  0.3038125E+04  0.3016983E+04  0.2996206E+04  0.2975669E+04  0.2955284E+04  0.2934979E+04  0.2914691E+04  0.2894371E+04  0.2873978E+04  0.2844935E+04  0.2816289E+04  0.2787868E+04  0.2759540E+04
           64  0.3179635E+04  0.3161754E+04  0.3141476E+04  0.3118176E+04  0.3090962E+04  0.3070499E+04  0.3050283E+04  0.3030241E+04  0.3010295E+04  0.2990367E+04  0.2970391E+04  0.2950308E+04  0.2930068E+04  0.2909637E+04  0.2881844E+04  0.2854270E+04  0.2826818E+04  0.2799389E+04
           65  0.3209629E+04  0.3192096E+04  0.3172329E+04  0.3149323E+04  0.3121784E+04  0.3102610E+04  0.3083397E+04  0.3064175E+04  0.3044899E+04  0.3025503E+04  0.3005921E+04  0.2986096E+04  0.2965976E+04  0.2945505E+04  0.2919041E+04  0.2892613E+04  0.2866194E+04  0.2839714E+04
           66  0.3237998E+04  0.3221749E+04  0.3202926E+04  0.3180581E+04  0.3152940E+04  0.3134764E+04  0.3116518E+04  0.3098166E+04  0.3079631E+04  0.3060835E+04  0.3041709E+04  0.3022198E+04  0.3002261E+04  0.2981875E+04  0.2956733E+04  0.2931509E+04  0.2906183E+04  0.2880699E+04
           67  0.3263117E+04  0.3248268E+04  0.3230697E+04  0.3209786E+04  0.3184255E+04  0.3166988E+04  0.3149749E+04  0.3132345E+04  0.3114632E+04  0.3096509E+04  0.3077900E+04  0.3058748E+04  0.3039018E+04  0.3018705E+04  0.2994915E+04  0.2970936E+04  0.2946754E+04  0.2922323E+04
           68  0.3286847E+04  0.3273418E+04  0.3257185E+04  0.3237947E+04  0.3215548E+04  0.3199185E+04  0.3183146E+04  0.3166835E+04  0.3150048E+04  0.3132676E+04  0.3114644E+04  0.3095891E+04  0.3076374E+04  0.3056065E+04  0.3033654E+04  0.3010946E+04  0.2987958E+04  0.2964656E+04
           69  0.3310159E+04  0.3297950E+04  0.3283010E+04  0.3265205E+04  0.3244155E+04  0.3231068E+04  0.3216811E+04  0.3201796E+04  0.3186044E+04  0.3169502E+04  0.3152107E+04  0.3133802E+04  0.3114531E+04  0.3094150E+04  0.3073143E+04  0.3051732E+04  0.3029978E+04  0.3007875E+04
           70  0.3336585E+04  0.3325667E+04  0.3312181E+04  0.3295893E+04  0.3276181E+04  0.3264075E+04  0.3251208E+04  0.3237471E+04  0.3222810E+04  0.3207161E+04  0.3190459E+04  0.3172662E+04  0.3153786E+04  0.3134069E+04  0.3114530E+04  0.3094470E+04  0.3074001E+04  0.3053147E+04
           71  0.3363502E+04  0.3353628E+04  0.3341656E+04  0.3327051E+04  0.3308173E+04  0.3297807E+04  0.3286435E+04  0.3274028E+04  0.3260520E+04  0.3245825E+04  0.3229861E+04  0.3212556E+04  0.3193847E+04  0.3173605E+04  0.3155420E+04  0.3136684E+04  0.3117446E+04  0.3097717E+04
           72  0.3391340E+04  0.3382364E+04  0.3371981E+04  0.3359206E+04  0.3340946E+04  0.3332490E+04  0.3322637E+04  0.3311621E+04  0.3299344E+04  0.3285680E+04  0.3270517E+04  0.3253763E+04  0.3235340E+04  0.3215201E+04  0.3198418E+04  0.3181081E+04  0.3163114E+04  0.3144322E+04
           73  0.3417413E+04  0.3409547E+04  0.3401033E+04  0.3391141E+04  0.3377242E+04  0.3368502E+04  0.3359927E+04  0.3350381E+04  0.3339449E+04  0.3326914E+04  0.3312636E+04  0.3296500E+04  0.3278404E+04  0.3258252E+04  0.3243091E+04  0.3227345E+04  0.3210932E+04  0.3193647E+04
           74  0.3437366E+04  0.3430543E+04  0.3423735E+04  0.3416893E+04  0.3409293E+04  0.3404363E+04  0.3398104E+04  0.3390404E+04  0.3381005E+04  0.3369725E+04  0.3356428E+04  0.3340999E+04  0.3323312E+04  0.3303227E+04  0.3289959E+04  0.3275994E+04  0.3261472E+04  0.3246583E+04
           75  0.3463545E+04  0.3458042E+04  0.3453425E+04  0.3450475E+04  0.3444323E+04  0.3441398E+04  0.3437567E+04  0.3431943E+04  0.3424241E+04  0.3414327E+04  0.3402110E+04  0.3387490E+04  0.3370327E+04  0.3350435E+04  0.3338614E+04  0.3326221E+04  0.3313309E+04  0.3299905E+04
           76  0.3482446E+04  0.3477530E+04  0.3474154E+04  0.3473208E+04  0.3476689E+04  0.3479207E+04  0.3478595E+04  0.3475314E+04  0.3469422E+04  0.3460946E+04  0.3449888E+04  0.3436187E+04  0.3419699E+04  0.3400189E+04  0.3389719E+04  0.3378853E+04  0.3367550E+04  0.3355764E+04
           77  0.3510547E+04  0.3506505E+04  0.3504972E+04  0.3507005E+04  0.3514850E+04  0.3519682E+04  0.3521952E+04  0.3520970E+04  0.3516853E+04  0.3509802E+04  0.3499938E+04  0.3487263E+04  0.3471635E+04  0.3452757E+04  0.3444046E+04  0.3434923E+04  0.3425415E+04  0.3415488E+04
           78  0.3539406E+04  0.3536086E+04  0.3535913E+04  0.3539932E+04  0.3550546E+04  0.3562387E+04  0.3568173E+04  0.3569372E+04  0.3566827E+04  0.3561066E+04  0.3552374E+04  0.3540825E+04  0.3526290E+04  0.3508417E+04  0.3501467E+04  0.3494192E+04  0.3486649E+04  0.3478823E+04
           79  0.3578299E+04  0.3575840E+04  0.3577085E+04  0.3582940E+04  0.3595235E+04  0.3610667E+04  0.3618543E+04  0.3621071E+04  0.3619572E+04  0.3614815E+04  0.3607202E+04  0.3596866E+04  0.3583702E+04  0.3567371E+04  0.3562108E+04  0.3556724E+04  0.3551279E+04  0.3545783E+04
           80  0.3636118E+04  0.3634731E+04  0.3636715E+04  0.3642530E+04  0.3652941E+04  0.3666592E+04  0.3673893E+04  0.3676327E+04  0.3675098E+04  0.3670950E+04  0.3664279E+04  0.3655223E+04  0.3643693E+04  0.3629343E+04  0.3625692E+04  0.3622182E+04  0.3618884E+04  0.3615870E+04
           81  0.3707559E+04  0.3707316E+04  0.3708972E+04  0.3712610E+04  0.3718240E+04  0.3729035E+04  0.3733739E+04  0.3734761E+04  0.3733070E+04  0.3729156E+04  0.3723289E+04  0.3715575E+04  0.3705953E+04  0.3694148E+04  0.3692048E+04  0.3690224E+04  0.3688784E+04  0.3687835E+04
           82  0.3795920E+04  0.3797020E+04  0.3797849E+04  0.3798550E+04  0.3798986E+04  0.3797362E+04  0.3796821E+04  0.3795466E+04  0.3792850E+04  0.3788928E+04  0.3783769E+04  0.3777438E+04  0.3769937E+04  0.3761140E+04  0.3760365E+04  0.3759822E+04  0.3759627E+04  0.3759856E+04
           83  0.3873376E+04  0.3873782E+04  0.3873788E+04  0.3873388E+04  0.3872554E+04  0.3864803E+04  0.3860558E+04  0.3857173E+04  0.3853654E+04  0.3849667E+04  0.3845161E+04  0.3840211E+04  0.3834931E+04  0.3829404E+04  0.3829533E+04  0.3829824E+04  0.3830329E+04  0.3831087E+04
           84  0.3940752E+04  0.3940894E+04  0.3940649E+04  0.3940010E+04  0.3938960E+04  0.3929734E+04  0.3923657E+04  0.3918979E+04  0.3914812E+04  0.3910798E+04  0.3906890E+04  0.3903235E+04  0.3900115E+04  0.3897920E+04  0.3898499E+04  0.3899145E+04  0.3899885E+04  0.3900738E+04
           85  0.4004024E+04  0.4003821E+04  0.4003421E+04  0.4002812E+04  0.4001995E+04  0.3992578E+04  0.3985773E+04  0.3980419E+04  0.3975859E+04  0.3971850E+04  0.3968432E+04  0.3965859E+04  0.3964596E+04  0.3965353E+04  0.3966050E+04  0.3966747E+04  0.3967455E+04  0.3968186E+04
           86  0.4065203E+04  0.4065048E+04  0.4064648E+04  0.4064009E+04  0.4063131E+04  0.4053746E+04  0.4046911E+04  0.4041304E+04  0.4036514E+04  0.4032478E+04  0.4029358E+04  0.4027521E+04  0.4027573E+04  0.4030518E+04  0.4031084E+04  0.4031635E+04  0.4032171E+04  0.4032684E+04
           87  0.4121508E+04  0.4121320E+04  0.4120901E+04  0.4120247E+04  0.4119347E+04  0.4113314E+04  0.4107241E+04  0.4101635E+04  0.4096647E+04  0.4092462E+04  0.4089375E+04  0.4087830E+04  0.4088455E+04  0.4092114E+04  0.4092437E+04  0.4092801E+04  0.4093212E+04  0.4093686E+04
           88  0.4179536E+04  0.4179317E+04  0.4178926E+04  0.4178366E+04  0.4177634E+04  0.4172907E+04  0.4167266E+04  0.4161552E+04  0.4156235E+04  0.4151690E+04  0.4148323E+04  0.4146624E+04  0.4147206E+04  0.4150803E+04  0.4150887E+04  0.4150942E+04  0.4150964E+04  0.4150936E+04
           89  0.4239337E+04  0.4239038E+04  0.4238649E+04  0.4238171E+04  0.4237606E+04  0.4233082E+04  0.4227338E+04  0.4221209E+04  0.4215307E+04  0.4210126E+04  0.4206140E+04  0.4203865E+04  0.4203903E+04  0.4206921E+04  0.4206684E+04  0.4206503E+04  0.4206397E+04  0.4206396E+04
           90  0.4300545E+04  0.4300260E+04  0.4299880E+04  0.4299426E+04  0.4298916E+04  0.4294039E+04  0.4287658E+04  0.4280718E+04  0.4273905E+04  0.4267772E+04  0.4262820E+04  0.4259572E+04  0.4258627E+04  0.4260752E+04  0.4259967E+04  0.4259284E+04  0.4258710E+04  0.4258258E+04
           91  0.4364589E+04  0.4364084E+04  0.4363499E+04  0.4362845E+04  0.4362134E+04  0.4355965E+04  0.4348337E+04  0.4340143E+04  0.4332062E+04  0.4324647E+04  0.4318392E+04  0.4313786E+04  0.4311377E+04  0.4311891E+04  0.4310479E+04  0.4309183E+04  0.4308008E+04  0.4306969E+04
           92  0.4431131E+04  0.4430191E+04  0.4429193E+04  0.4428145E+04  0.4427061E+04  0.4418826E+04  0.4409380E+04  0.4399497E+04  0.4389791E+04  0.4380778E+04  0.4372908E+04  0.4366607E+04  0.4362300E+04  0.4360262E+04  0.4358189E+04  0.4356210E+04  0.4354330E+04  0.4352572E+04
           93  0.4499911E+04  0.4498481E+04  0.4496953E+04  0.4495335E+04  0.4493631E+04  0.4482456E+04  0.4470700E+04  0.4458737E+04  0.4447080E+04  0.4436184E+04  0.4426436E+04  0.4418187E+04  0.4411839E+04  0.4408076E+04  0.4405221E+04  0.4402418E+04  0.4399679E+04  0.4397034E+04
           94  0.4569236E+04  0.4567235E+04  0.4565092E+04  0.4562824E+04  0.4560454E+04  0.4546449E+04  0.4532150E+04  0.4517783E+04  0.4503887E+04  0.4490870E+04  0.4479030E+04  0.4468600E+04  0.4459833E+04  0.4453329E+04  0.4449474E+04  0.4445686E+04  0.4441966E+04  0.4438340E+04
           95  0.4636508E+04  0.4633729E+04  0.4630782E+04  0.4627655E+04  0.4624311E+04  0.4610623E+04  0.4593641E+04  0.4576535E+04  0.4560145E+04  0.4544823E+04  0.4530752E+04  0.4518006E+04  0.4506500E+04  0.4495549E+04  0.4490508E+04  0.4485647E+04  0.4480898E+04  0.4476268E+04
           96  0.4716959E+04  0.4713161E+04  0.4709359E+04  0.4705590E+04  0.4701924E+04  0.4676861E+04  0.4655209E+04  0.4634841E+04  0.4615735E+04  0.4597999E+04  0.4581660E+04  0.4566662E+04  0.4552840E+04  0.4539862E+04  0.4533679E+04  0.4527691E+04  0.4521824E+04  0.4516077E+04
           97  0.4784411E+04  0.4779569E+04  0.4774687E+04  0.4769812E+04  0.4765015E+04  0.4740970E+04  0.4715976E+04  0.4692357E+04  0.4670474E+04  0.4650310E+04  0.4631744E+04  0.4614603E+04  0.4598676E+04  0.4583752E+04  0.4576525E+04  0.4569448E+04  0.4562473E+04  0.4555602E+04
           98  0.4865561E+04  0.4858811E+04  0.4852033E+04  0.4845274E+04  0.4838615E+04  0.4805669E+04  0.4775883E+04  0.4748791E+04  0.4724144E+04  0.4701634E+04  0.4680953E+04  0.4661804E+04  0.4643908E+04  0.4627121E+04  0.4618691E+04  0.4610485E+04  0.4602402E+04  0.4594429E+04
           99  0.4942184E+04  0.4933193E+04  0.4924084E+04  0.4915031E+04  0.4906171E+04  0.4868357E+04  0.4834098E+04  0.4803700E+04  0.4776487E+04  0.4751829E+04  0.4729220E+04  0.4708240E+04  0.4688467E+04  0.4669211E+04  0.4659617E+04  0.4650345E+04  0.4641214E+04  0.4632189E+04
