     X                     1              2              3              4              5              6              7              8              9             10             11             12             13             14             15             16             17             18
           81  0.3704344E+04  0.3704081E+04  0.3705787E+04  0.3709569E+04  0.3715461E+04  0.3726577E+04  0.3731478E+04  0.3732564E+04  0.3730862E+04  0.3726902E+04  0.3720961E+04  0.3713142E+04  0.3703368E+04  0.3691320E+04  0.3689162E+04  0.3687273E+04  0.3685764E+04  0.3684744E+04
           82  0.3793711E+04  0.3794832E+04  0.3795674E+04  0.3796372E+04  0.3796757E+04  0.3795285E+04  0.3794856E+04  0.3793551E+04  0.3790937E+04  0.3786984E+04  0.3781762E+04  0.3775331E+04  0.3767680E+04  0.3758667E+04  0.3757852E+04  0.3757272E+04  0.3757042E+04  0.3757241E+04
           83  0.3871432E+04  0.3871839E+04  0.3871859E+04  0.3871488E+04  0.3870698E+04  0.3863129E+04  0.3858947E+04  0.3855591E+04  0.3852077E+04  0.3848069E+04  0.3843515E+04  0.3838481E+04  0.3833066E+04  0.3827332E+04  0.3827442E+04  0.3827719E+04  0.3828212E+04  0.3828961E+04
           84  0.3939707E+04  0.3939848E+04  0.3939605E+04  0.3938969E+04  0.3937923E+04  0.3928511E+04  0.3922417E+04  0.3917752E+04  0.3913594E+04  0.3909574E+04  0.3905638E+04  0.3901925E+04  0.3898702E+04  0.3896336E+04  0.3896912E+04  0.3897556E+04  0.3898295E+04  0.3899150E+04
           85  0.4003321E+04  0.4003111E+04  0.4002704E+04  0.4002087E+04  0.4001259E+04  0.3991670E+04  0.3984872E+04  0.3979544E+04  0.3975009E+04  0.3971015E+04  0.3967594E+04  0.3964996E+04  0.3963677E+04  0.3964350E+04  0.3965061E+04  0.3965765E+04  0.3966476E+04  0.3967204E+04
           86  0.4063927E+04  0.4063768E+04  0.4063368E+04  0.4062732E+04  0.4061866E+04  0.4053028E+04  0.4046323E+04  0.4040778E+04  0.4036035E+04  0.4032038E+04  0.4028945E+04  0.4027115E+04  0.4027148E+04  0.4030059E+04  0.4030630E+04  0.4031180E+04  0.4031707E+04  0.4032206E+04
           87  0.4121351E+04  0.4121164E+04  0.4120745E+04  0.4120090E+04  0.4119188E+04  0.4113032E+04  0.4107001E+04  0.4101459E+04  0.4096539E+04  0.4092418E+04  0.4089387E+04  0.4087878E+04  0.4088502E+04  0.4092094E+04  0.4092456E+04  0.4092848E+04  0.4093280E+04  0.4093765E+04
           88  0.4179628E+04  0.4179410E+04  0.4179019E+04  0.4178459E+04  0.4177728E+04  0.4172956E+04  0.4167358E+04  0.4161722E+04  0.4156493E+04  0.4152040E+04  0.4148758E+04  0.4147128E+04  0.4147740E+04  0.4151288E+04  0.4151378E+04  0.4151457E+04  0.4151520E+04  0.4151552E+04
           89  0.4239670E+04  0.4239373E+04  0.4238984E+04  0.4238503E+04  0.4237934E+04  0.4233412E+04  0.4227738E+04  0.4221712E+04  0.4215924E+04  0.4210862E+04  0.4206993E+04  0.4204828E+04  0.4204944E+04  0.4207952E+04  0.4207674E+04  0.4207480E+04  0.4207391E+04  0.4207436E+04
           90  0.4301151E+04  0.4300839E+04  0.4300437E+04  0.4299965E+04  0.4299440E+04  0.4294612E+04  0.4288349E+04  0.4281545E+04  0.4274872E+04  0.4268883E+04  0.4264082E+04  0.4260988E+04  0.4260197E+04  0.4262507E+04  0.4261702E+04  0.4260997E+04  0.4260402E+04  0.4259925E+04
           91  0.4365351E+04  0.4364801E+04  0.4364180E+04  0.4363495E+04  0.4362746E+04  0.4356743E+04  0.4349313E+04  0.4341291E+04  0.4333370E+04  0.4326120E+04  0.4320042E+04  0.4315631E+04  0.4313416E+04  0.4313962E+04  0.4312532E+04  0.4311212E+04  0.4310003E+04  0.4308920E+04
           92  0.4431227E+04  0.4430331E+04  0.4429388E+04  0.4428409E+04  0.4427415E+04  0.4419794E+04  0.4410658E+04  0.4400971E+04  0.4391433E+04  0.4382593E+04  0.4374921E+04  0.4368859E+04  0.4364875E+04  0.4363480E+04  0.4361367E+04  0.4359339E+04  0.4357403E+04  0.4355579E+04
           93  0.4500092E+04  0.4498695E+04  0.4497212E+04  0.4495645E+04  0.4493998E+04  0.4483817E+04  0.4472358E+04  0.4460556E+04  0.4449046E+04  0.4438318E+04  0.4428771E+04  0.4420774E+04  0.4414726E+04  0.4411078E+04  0.4408174E+04  0.4405314E+04  0.4402511E+04  0.4399796E+04
           94  0.4571140E+04  0.4569264E+04  0.4567209E+04  0.4564994E+04  0.4562634E+04  0.4548654E+04  0.4534276E+04  0.4519954E+04  0.4506162E+04  0.4493291E+04  0.4481644E+04  0.4471478E+04  0.4463121E+04  0.4457626E+04  0.4453672E+04  0.4449784E+04  0.4445961E+04  0.4442226E+04
           95  0.4643745E+04  0.4641132E+04  0.4638328E+04  0.4635339E+04  0.4632150E+04  0.4613741E+04  0.4596160E+04  0.4579015E+04  0.4562693E+04  0.4547493E+04  0.4533594E+04  0.4521072E+04  0.4509822E+04  0.4499045E+04  0.4493917E+04  0.4488973E+04  0.4484136E+04  0.4479411E+04
           96  0.4709519E+04  0.4705903E+04  0.4702290E+04  0.4698712E+04  0.4695244E+04  0.4678318E+04  0.4657768E+04  0.4637556E+04  0.4618518E+04  0.4600879E+04  0.4584687E+04  0.4569890E+04  0.4556243E+04  0.4542643E+04  0.4536379E+04  0.4530320E+04  0.4524383E+04  0.4518564E+04
           97  0.4796272E+04  0.4791188E+04  0.4786063E+04  0.4780944E+04  0.4775898E+04  0.4745198E+04  0.4719163E+04  0.4695358E+04  0.4673464E+04  0.4653361E+04  0.4634918E+04  0.4618004E+04  0.4602634E+04  0.4589868E+04  0.4582484E+04  0.4575254E+04  0.4568122E+04  0.4561091E+04
           98  0.4868331E+04  0.4861482E+04  0.4854634E+04  0.4847824E+04  0.4841132E+04  0.4809083E+04  0.4779146E+04  0.4751954E+04  0.4727287E+04  0.4704809E+04  0.4684202E+04  0.4665174E+04  0.4647444E+04  0.4630638E+04  0.4622122E+04  0.4613828E+04  0.4605655E+04  0.4597588E+04
           99  0.4945109E+04  0.4936170E+04  0.4927064E+04  0.4917997E+04  0.4909133E+04  0.4871638E+04  0.4837395E+04  0.4806966E+04  0.4779740E+04  0.4755093E+04  0.4732511E+04  0.4711550E+04  0.4691702E+04  0.4671906E+04  0.4662221E+04  0.4652878E+04  0.4643681E+04  0.4634592E+04
          100  0.5032209E+04  0.5018604E+04  0.5005402E+04  0.4992569E+04  0.4980702E+04  0.4932098E+04  0.4893236E+04  0.4859970E+04  0.4830586E+04  0.4804094E+04  0.4779818E+04  0.4757240E+04  0.4735928E+04  0.4715642E+04  0.4705175E+04  0.4694869E+04  0.4684660E+04  0.4674524E+04
          101  0.5101086E+04  0.5084583E+04  0.5068050E+04  0.5051594E+04  0.5035873E+04  0.4986421E+04  0.4945579E+04  0.4910556E+04  0.4879633E+04  0.4851720E+04  0.4826074E+04  0.4802147E+04  0.4779520E+04  0.4757957E+04  0.4746576E+04  0.4735358E+04  0.4724228E+04  0.4713149E+04
          102  0.5164490E+04  0.5144125E+04  0.5124028E+04  0.5103965E+04  0.5084181E+04  0.5035530E+04  0.4994344E+04  0.4958610E+04  0.4926818E+04  0.4897941E+04  0.4871263E+04  0.4846249E+04  0.4822452E+04  0.4799345E+04  0.4787064E+04  0.4775010E+04  0.4763051E+04  0.4751131E+04
          103  0.5218660E+04  0.5196157E+04  0.5173652E+04  0.5150883E+04  0.5127651E+04  0.5080157E+04  0.5039797E+04  0.5004247E+04  0.4972203E+04  0.4942800E+04  0.4915419E+04  0.4889591E+04  0.4864954E+04  0.4841276E+04  0.4828444E+04  0.4815700E+04  0.4803007E+04  0.4790330E+04
          104  0.5259598E+04  0.5236351E+04  0.5212603E+04  0.5188318E+04  0.5163207E+04  0.5120578E+04  0.5082359E+04  0.5047746E+04  0.5015964E+04  0.4986409E+04  0.4958608E+04  0.4932191E+04  0.4906854E+04  0.4882371E+04  0.4868894E+04  0.4855503E+04  0.4842161E+04  0.4828843E+04
          105  0.5297838E+04  0.5272684E+04  0.5247920E+04  0.5222940E+04  0.5196797E+04  0.5158460E+04  0.5122775E+04  0.5089527E+04  0.5058358E+04  0.5028929E+04  0.5000936E+04  0.4974114E+04  0.4948217E+04  0.4922968E+04  0.4908873E+04  0.4894886E+04  0.4880950E+04  0.4867050E+04
          106  0.5331478E+04  0.5305395E+04  0.5280320E+04  0.5255427E+04  0.5229569E+04  0.5194821E+04  0.5161743E+04  0.5130045E+04  0.5099682E+04  0.5070556E+04  0.5042531E+04  0.5015455E+04  0.4989169E+04  0.4963504E+04  0.4948987E+04  0.4934485E+04  0.4919981E+04  0.4905474E+04
          107  0.5356191E+04  0.5330934E+04  0.5306774E+04  0.5283309E+04  0.5259373E+04  0.5230222E+04  0.5199886E+04  0.5169751E+04  0.5140242E+04  0.5111497E+04  0.5083530E+04  0.5056297E+04  0.5029729E+04  0.5003772E+04  0.4988859E+04  0.4973867E+04  0.4958795E+04  0.4943608E+04
          108  0.5383832E+04  0.5359463E+04  0.5336378E+04  0.5314458E+04  0.5293511E+04  0.5266323E+04  0.5237907E+04  0.5209070E+04  0.5180326E+04  0.5151949E+04  0.5124066E+04  0.5096717E+04  0.5069898E+04  0.5043593E+04  0.5028193E+04  0.5012714E+04  0.4997148E+04  0.4981479E+04
          109  0.5413657E+04  0.5390153E+04  0.5368370E+04  0.5347966E+04  0.5328479E+04  0.5303177E+04  0.5276188E+04  0.5248331E+04  0.5220180E+04  0.5192089E+04  0.5164262E+04  0.5136799E+04  0.5109740E+04  0.5083074E+04  0.5067185E+04  0.5051233E+04  0.5035205E+04  0.5019095E+04
          110  0.5441487E+04  0.5420001E+04  0.5400237E+04  0.5382002E+04  0.5365092E+04  0.5341088E+04  0.5315016E+04  0.5287779E+04  0.5259995E+04  0.5232062E+04  0.5204225E+04  0.5176622E+04  0.5149328E+04  0.5122371E+04  0.5106041E+04  0.5089634E+04  0.5073154E+04  0.5056620E+04
          111  0.5468893E+04  0.5450321E+04  0.5433134E+04  0.5417512E+04  0.5403850E+04  0.5380333E+04  0.5354593E+04  0.5327578E+04  0.5299905E+04  0.5271974E+04  0.5244036E+04  0.5216246E+04  0.5188698E+04  0.5161455E+04  0.5144677E+04  0.5127804E+04  0.5110845E+04  0.5093811E+04
          112  0.5500961E+04  0.5485752E+04  0.5471325E+04  0.5457814E+04  0.5445103E+04  0.5421048E+04  0.5395005E+04  0.5367804E+04  0.5339983E+04  0.5311890E+04  0.5283752E+04  0.5255712E+04  0.5227870E+04  0.5200307E+04  0.5183043E+04  0.5165683E+04  0.5148228E+04  0.5130635E+04
          113  0.5534723E+04  0.5522529E+04  0.5510646E+04  0.5499254E+04  0.5488533E+04  0.5463106E+04  0.5436185E+04  0.5408438E+04  0.5380239E+04  0.5351837E+04  0.5323402E+04  0.5295050E+04  0.5266858E+04  0.5238906E+04  0.5221086E+04  0.5203235E+04  0.5185359E+04  0.5167499E+04
          114  0.5573774E+04  0.5563817E+04  0.5553855E+04  0.5543975E+04  0.5534325E+04  0.5506187E+04  0.5477920E+04  0.5449372E+04  0.5420629E+04  0.5391805E+04  0.5362999E+04  0.5334282E+04  0.5305689E+04  0.5277193E+04  0.5258771E+04  0.5240399E+04  0.5222049E+04  0.5203774E+04
          115  0.5614114E+04  0.5605599E+04  0.5596911E+04  0.5588099E+04  0.5579297E+04  0.5549356E+04  0.5519844E+04  0.5490437E+04  0.5461072E+04  0.5431760E+04  0.5402537E+04  0.5373432E+04  0.5344454E+04  0.5315589E+04  0.5296702E+04  0.5277820E+04  0.5258904E+04  0.5239925E+04
          116  0.5655042E+04  0.5647328E+04  0.5639399E+04  0.5631285E+04  0.5623078E+04  0.5592236E+04  0.5561696E+04  0.5531475E+04  0.5501479E+04  0.5471657E+04  0.5441996E+04  0.5412498E+04  0.5383144E+04  0.5353817E+04  0.5334482E+04  0.5315125E+04  0.5295691E+04  0.5276139E+04
          117  0.5698082E+04  0.5690713E+04  0.5683162E+04  0.5675448E+04  0.5667620E+04  0.5634911E+04  0.5603333E+04  0.5572363E+04  0.5541771E+04  0.5511447E+04  0.5481347E+04  0.5451468E+04  0.5421816E+04  0.5392335E+04  0.5372751E+04  0.5352989E+04  0.5333105E+04  0.5313169E+04
          118  0.5740240E+04  0.5732896E+04  0.5725432E+04  0.5717858E+04  0.5710195E+04  0.5676824E+04  0.5644563E+04  0.5612999E+04  0.5581884E+04  0.5551087E+04  0.5520552E+04  0.5490285E+04  0.5460372E+04  0.5431091E+04  0.5411033E+04  0.5390758E+04  0.5370312E+04  0.5349685E+04
          119  0.5781938E+04  0.5774454E+04  0.5766920E+04  0.5759336E+04  0.5751710E+04  0.5717999E+04  0.5685332E+04  0.5653337E+04  0.5621787E+04  0.5590554E+04  0.5559579E+04  0.5528866E+04  0.5498500E+04  0.5468709E+04  0.5447891E+04  0.5427055E+04  0.5406090E+04  0.5384913E+04
          120  0.5822612E+04  0.5814992E+04  0.5807374E+04  0.5799749E+04  0.5792114E+04  0.5758486E+04  0.5725657E+04  0.5693380E+04  0.5661481E+04  0.5629850E+04  0.5598431E+04  0.5567217E+04  0.5536245E+04  0.5505571E+04  0.5484384E+04  0.5463152E+04  0.5441803E+04  0.5420268E+04
          121  0.5862154E+04  0.5854521E+04  0.5846925E+04  0.5839354E+04  0.5831802E+04  0.5798452E+04  0.5765622E+04  0.5733176E+04  0.5700999E+04  0.5669007E+04  0.5637149E+04  0.5605407E+04  0.5573793E+04  0.5542334E+04  0.5520758E+04  0.5499194E+04  0.5477554E+04  0.5455772E+04
          122  0.5900848E+04  0.5893332E+04  0.5885872E+04  0.5878459E+04  0.5871082E+04  0.5838080E+04  0.5805335E+04  0.5772796E+04  0.5740396E+04  0.5708076E+04  0.5675790E+04  0.5643514E+04  0.5611240E+04  0.5578978E+04  0.5557091E+04  0.5535282E+04  0.5513442E+04  0.5491501E+04
          123  0.5938951E+04  0.5931690E+04  0.5924480E+04  0.5917317E+04  0.5910189E+04  0.5877541E+04  0.5844916E+04  0.5812325E+04  0.5779741E+04  0.5747121E+04  0.5714426E+04  0.5681619E+04  0.5648678E+04  0.5615592E+04  0.5593551E+04  0.5571610E+04  0.5549666E+04  0.5527652E+04
          124  0.5976804E+04  0.5969899E+04  0.5963019E+04  0.5956167E+04  0.5949337E+04  0.5916986E+04  0.5884474E+04  0.5851849E+04  0.5819108E+04  0.5786217E+04  0.5753133E+04  0.5719811E+04  0.5686211E+04  0.5652309E+04  0.5630248E+04  0.5608289E+04  0.5586340E+04  0.5564337E+04
          125  0.6014885E+04  0.6008300E+04  0.6001733E+04  0.5995192E+04  0.5988678E+04  0.5956536E+04  0.5924105E+04  0.5891450E+04  0.5858572E+04  0.5825438E+04  0.5791995E+04  0.5758182E+04  0.5723938E+04  0.5689206E+04  0.5667265E+04  0.5645407E+04  0.5623551E+04  0.5601638E+04
          126  0.6053618E+04  0.6047250E+04  0.6040911E+04  0.6034602E+04  0.6028331E+04  0.5996274E+04  0.5963880E+04  0.5931194E+04  0.5898203E+04  0.5864859E+04  0.5831095E+04  0.5796832E+04  0.5761980E+04  0.5726437E+04  0.5704768E+04  0.5683130E+04  0.5661469E+04  0.5639732E+04
          127  0.6092956E+04  0.6086804E+04  0.6080642E+04  0.6074474E+04  0.6068304E+04  0.6036231E+04  0.6003845E+04  0.5971137E+04  0.5938062E+04  0.5904551E+04  0.5870517E+04  0.5835859E+04  0.5800464E+04  0.5764211E+04  0.5742906E+04  0.5721589E+04  0.5700216E+04  0.5678742E+04
          128  0.6132732E+04  0.6126752E+04  0.6120711E+04  0.6114620E+04  0.6108485E+04  0.6076390E+04  0.6044018E+04  0.6011315E+04  0.5978202E+04  0.5944581E+04  0.5910340E+04  0.5875357E+04  0.5839498E+04  0.5802625E+04  0.5781765E+04  0.5760859E+04  0.5739867E+04  0.5718751E+04
          129  0.6173327E+04  0.6167309E+04  0.6161218E+04  0.6155062E+04  0.6148847E+04  0.6116729E+04  0.6084405E+04  0.6051759E+04  0.6018669E+04  0.5985009E+04  0.5950641E+04  0.5915417E+04  0.5879178E+04  0.5841759E+04  0.5821429E+04  0.5801016E+04  0.5780492E+04  0.5759821E+04
          130  0.6214517E+04  0.6208263E+04  0.6201974E+04  0.6195648E+04  0.6189281E+04  0.6157200E+04  0.6125000E+04  0.6092488E+04  0.6059503E+04  0.6025891E+04  0.5991490E+04  0.5956127E+04  0.5919610E+04  0.5881737E+04  0.5862018E+04  0.5842182E+04  0.5822208E+04  0.5802066E+04
          131  0.6255531E+04  0.6249054E+04  0.6242580E+04  0.6236101E+04  0.6229607E+04  0.6197749E+04  0.6165795E+04  0.6133520E+04  0.6100740E+04  0.6067279E+04  0.6032957E+04  0.5997575E+04  0.5960906E+04  0.5922677E+04  0.5903679E+04  0.5884509E+04  0.5865166E+04  0.5845629E+04
          132  0.6295866E+04  0.6289305E+04  0.6282776E+04  0.6276275E+04  0.6269791E+04  0.6238360E+04  0.6206795E+04  0.6174877E+04  0.6142414E+04  0.6109221E+04  0.6075104E+04  0.6039848E+04  0.6003197E+04  0.5964807E+04  0.5946620E+04  0.5928188E+04  0.5909535E+04  0.5890657E+04
          133  0.6335804E+04  0.6329148E+04  0.6322626E+04  0.6316214E+04  0.6309889E+04  0.6279056E+04  0.6248022E+04  0.6216583E+04  0.6184556E+04  0.6151755E+04  0.6117983E+04  0.6083018E+04  0.6046603E+04  0.6008455E+04  0.5991019E+04  0.5973331E+04  0.5955403E+04  0.5937228E+04
          134  0.6374165E+04  0.6367865E+04  0.6361703E+04  0.6355666E+04  0.6349735E+04  0.6319879E+04  0.6289507E+04  0.6258666E+04  0.6227194E+04  0.6194913E+04  0.6161629E+04  0.6127121E+04  0.6091127E+04  0.6053343E+04  0.6036664E+04  0.6019736E+04  0.6002561E+04  0.5985135E+04
          135  0.6413167E+04  0.6407495E+04  0.6401918E+04  0.6396442E+04  0.6391060E+04  0.6361033E+04  0.6331293E+04  0.6301150E+04  0.6270352E+04  0.6238717E+04  0.6206063E+04  0.6172183E+04  0.6136810E+04  0.6099567E+04  0.6083661E+04  0.6067503E+04  0.6051110E+04  0.6034489E+04
          136  0.6450084E+04  0.6444908E+04  0.6439841E+04  0.6434885E+04  0.6430048E+04  0.6402006E+04  0.6373334E+04  0.6344054E+04  0.6314045E+04  0.6283175E+04  0.6251290E+04  0.6218214E+04  0.6183713E+04  0.6147256E+04  0.6132115E+04  0.6116710E+04  0.6101071E+04  0.6085238E+04
          137  0.6488375E+04  0.6483782E+04  0.6479225E+04  0.6474709E+04  0.6470236E+04  0.6443373E+04  0.6415762E+04  0.6387421E+04  0.6358291E+04  0.6328284E+04  0.6297285E+04  0.6265171E+04  0.6231901E+04  0.6198171E+04  0.6183857E+04  0.6169237E+04  0.6154304E+04  0.6138973E+04
          138  0.6527759E+04  0.6523704E+04  0.6519585E+04  0.6515407E+04  0.6511148E+04  0.6485211E+04  0.6458652E+04  0.6431290E+04  0.6403098E+04  0.6374030E+04  0.6344001E+04  0.6312877E+04  0.6280390E+04  0.6245414E+04  0.6231931E+04  0.6218162E+04  0.6204155E+04  0.6189958E+04
          139  0.6566800E+04  0.6563150E+04  0.6559333E+04  0.6555366E+04  0.6551233E+04  0.6527440E+04  0.6502051E+04  0.6475686E+04  0.6448466E+04  0.6420394E+04  0.6391422E+04  0.6361467E+04  0.6330495E+04  0.6299242E+04  0.6286641E+04  0.6273738E+04  0.6260556E+04  0.6247070E+04
          140  0.6610101E+04  0.6606515E+04  0.6602705E+04  0.6598686E+04  0.6594463E+04  0.6570676E+04  0.6546067E+04  0.6520625E+04  0.6494377E+04  0.6467336E+04  0.6439476E+04  0.6410715E+04  0.6380782E+04  0.6348288E+04  0.6336548E+04  0.6324457E+04  0.6312083E+04  0.6299451E+04
          141  0.6652312E+04  0.6648548E+04  0.6644507E+04  0.6640200E+04  0.6638002E+04  0.6614435E+04  0.6590610E+04  0.6566074E+04  0.6540796E+04  0.6514802E+04  0.6488110E+04  0.6460723E+04  0.6432734E+04  0.6405207E+04  0.6393996E+04  0.6382583E+04  0.6370971E+04  0.6359115E+04
          142  0.6696470E+04  0.6692303E+04  0.6687892E+04  0.6683250E+04  0.6679952E+04  0.6658354E+04  0.6635599E+04  0.6611992E+04  0.6587669E+04  0.6562716E+04  0.6537192E+04  0.6511122E+04  0.6484386E+04  0.6455760E+04  0.6445054E+04  0.6434290E+04  0.6423459E+04  0.6412571E+04
          143  0.6743304E+04  0.6738484E+04  0.6733556E+04  0.6728511E+04  0.6723347E+04  0.6702985E+04  0.6681121E+04  0.6658362E+04  0.6634943E+04  0.6610996E+04  0.6586625E+04  0.6561953E+04  0.6537267E+04  0.6513904E+04  0.6504155E+04  0.6494261E+04  0.6484286E+04  0.6474278E+04
          144  0.6790765E+04  0.6785396E+04  0.6780015E+04  0.6774592E+04  0.6769104E+04  0.6748543E+04  0.6727200E+04  0.6705147E+04  0.6682552E+04  0.6659549E+04  0.6636253E+04  0.6612792E+04  0.6589286E+04  0.6565392E+04  0.6556147E+04  0.6546802E+04  0.6537361E+04  0.6527847E+04
          145  0.6837050E+04  0.6831410E+04  0.6825800E+04  0.6820195E+04  0.6814573E+04  0.6794583E+04  0.6773719E+04  0.6752270E+04  0.6730418E+04  0.6708289E+04  0.6685989E+04  0.6663661E+04  0.6641556E+04  0.6620234E+04  0.6611734E+04  0.6602953E+04  0.6593970E+04  0.6584801E+04
          146  0.6883435E+04  0.6877725E+04  0.6872070E+04  0.6866440E+04  0.6860812E+04  0.6841157E+04  0.6820597E+04  0.6799642E+04  0.6778461E+04  0.6757138E+04  0.6735743E+04  0.6714383E+04  0.6693311E+04  0.6673308E+04  0.6664882E+04  0.6656359E+04  0.6647729E+04  0.6638976E+04
          147  0.6930810E+04  0.6925316E+04  0.6919822E+04  0.6914328E+04  0.6908834E+04  0.6888274E+04  0.6867714E+04  0.6847154E+04  0.6826594E+04  0.6806034E+04  0.6785474E+04  0.6764914E+04  0.6744354E+04  0.6723794E+04  0.6715560E+04  0.6707327E+04  0.6699093E+04  0.6690860E+04
          148  0.6974555E+04  0.6969009E+04  0.6963463E+04  0.6957917E+04  0.6952372E+04  0.6932749E+04  0.6913126E+04  0.6893503E+04  0.6873881E+04  0.6854258E+04  0.6834635E+04  0.6815013E+04  0.6795390E+04  0.6775767E+04  0.6767660E+04  0.6759552E+04  0.6751444E+04  0.6743337E+04
          149  0.7018287E+04  0.7012783E+04  0.7007279E+04  0.7001775E+04  0.6996271E+04  0.6977553E+04  0.6958835E+04  0.6940118E+04  0.6921400E+04  0.6902682E+04  0.6883965E+04  0.6865247E+04  0.6846529E+04  0.6827812E+04  0.6819839E+04  0.6811866E+04  0.6803893E+04  0.6795920E+04
     X                     1              2              3              4              5              6              7              8              9             10             11             12             13             14             15             16             17             18
            1  0.2400486E+02  0.2378754E+02  0.2357022E+02  0.2335290E+02  0.2313558E+02  0.2996843E+02  0.3680128E+02  0.4363413E+02  0.5046698E+02  0.5729983E+02  0.6413268E+02  0.7096553E+02  0.7779838E+02  0.8463123E+02  0.8828039E+02  0.9192955E+02  0.9557871E+02  0.9922787E+02
            2  0.7360944E+02  0.7347322E+02  0.7333701E+02  0.7320080E+02  0.7306458E+02  0.7975714E+02  0.8644969E+02  0.9314224E+02  0.9983480E+02  0.1065273E+03  0.1132199E+03  0.1199125E+03  0.1266050E+03  0.1332976E+03  0.1369975E+03  0.1406975E+03  0.1443975E+03  0.1480974E+03
            3  0.1499648E+03  0.1496324E+03  0.1492210E+03  0.1487117E+03  0.1480711E+03  0.1448777E+03  0.1474950E+03  0.1522306E+03  0.1579626E+03  0.1643270E+03  0.1712464E+03  0.1788413E+03  0.1875392E+03  0.1985397E+03  0.2023533E+03  0.2062168E+03  0.2101116E+03  0.2140310E+03
            4  0.2116560E+03  0.2112119E+03  0.2107134E+03  0.2101536E+03  0.2095266E+03  0.2063799E+03  0.2073420E+03  0.2107864E+03  0.2157622E+03  0.2218412E+03  0.2289224E+03  0.2371812E+03  0.2471773E+03  0.2602145E+03  0.2643432E+03  0.2684720E+03  0.2725991E+03  0.2767191E+03
            5  0.2706190E+03  0.2701068E+03  0.2695715E+03  0.2690069E+03  0.2684084E+03  0.2654788E+03  0.2657943E+03  0.2685130E+03  0.2729779E+03  0.2788297E+03  0.2859775E+03  0.2945890E+03  0.3051386E+03  0.3184900E+03  0.3228361E+03  0.3271971E+03  0.3315799E+03  0.3359951E+03
            6  0.3274294E+03  0.3268861E+03  0.3263469E+03  0.3258042E+03  0.3252497E+03  0.3227441E+03  0.3229101E+03  0.3252890E+03  0.3294508E+03  0.3351292E+03  0.3422535E+03  0.3509571E+03  0.3615860E+03  0.3746643E+03  0.3790974E+03  0.3835899E+03  0.3881550E+03  0.3928160E+03
            7  0.3825524E+03  0.3820106E+03  0.3815014E+03  0.3810163E+03  0.3805452E+03  0.3785279E+03  0.3788048E+03  0.3810923E+03  0.3851050E+03  0.3906531E+03  0.3976835E+03  0.4062932E+03  0.4167234E+03  0.4293032E+03  0.4337192E+03  0.4382155E+03  0.4428071E+03  0.4475137E+03
            8  0.4362289E+03  0.4357169E+03  0.4352709E+03  0.4348803E+03  0.4345337E+03  0.4330521E+03  0.4335950E+03  0.4359528E+03  0.4399254E+03  0.4453763E+03  0.4522633E+03  0.4606524E+03  0.4707149E+03  0.4826985E+03  0.4870012E+03  0.4913886E+03  0.4958746E+03  0.5004738E+03
            9  0.4885913E+03  0.4881459E+03  0.4878008E+03  0.4875409E+03  0.4873533E+03  0.4864692E+03  0.4873894E+03  0.4899286E+03  0.4939391E+03  0.4993189E+03  0.5060302E+03  0.5141109E+03  0.5236816E+03  0.5349536E+03  0.5390554E+03  0.5432403E+03  0.5475215E+03  0.5519111E+03
           10  0.5396602E+03  0.5393354E+03  0.5391383E+03  0.5390473E+03  0.5390381E+03  0.5389003E+03  0.5402943E+03  0.5430955E+03  0.5472013E+03  0.5525334E+03  0.5590514E+03  0.5667637E+03  0.5757373E+03  0.5861313E+03  0.5899447E+03  0.5938419E+03  0.5978343E+03  0.6019336E+03
           11  0.5894926E+03  0.5893484E+03  0.5893608E+03  0.5895061E+03  0.5897589E+03  0.5904917E+03  0.5924230E+03  0.5955412E+03  0.5997860E+03  0.6050944E+03  0.6114178E+03  0.6187296E+03  0.6270279E+03  0.6363263E+03  0.6397652E+03  0.6432914E+03  0.6469101E+03  0.6506288E+03
           12  0.6385165E+03  0.6386215E+03  0.6389100E+03  0.6393608E+03  0.6399615E+03  0.6414217E+03  0.6438927E+03  0.6473596E+03  0.6517783E+03  0.6570914E+03  0.6632373E+03  0.6701533E+03  0.6777747E+03  0.6860409E+03  0.6890968E+03  0.6922144E+03  0.6953969E+03  0.6986476E+03
           13  0.6868273E+03  0.6872550E+03  0.6878746E+03  0.6886629E+03  0.6896066E+03  0.6917889E+03  0.6948047E+03  0.6986434E+03  0.7032680E+03  0.7086210E+03  0.7146262E+03  0.7211850E+03  0.7281665E+03  0.7353857E+03  0.7380513E+03  0.7407438E+03  0.7434607E+03  0.7461996E+03
           14  0.7345305E+03  0.7353571E+03  0.7363632E+03  0.7375196E+03  0.7388116E+03  0.7416869E+03  0.7452510E+03  0.7494810E+03  0.7543436E+03  0.7597802E+03  0.7657015E+03  0.7719787E+03  0.7784255E+03  0.7847657E+03  0.7870872E+03  0.7893915E+03  0.7916700E+03  0.7939095E+03
           15  0.7816055E+03  0.7829263E+03  0.7843840E+03  0.7859399E+03  0.7875707E+03  0.7911926E+03  0.7953160E+03  0.7999552E+03  0.8050890E+03  0.8106606E+03  0.8165726E+03  0.8226754E+03  0.8287453E+03  0.8344468E+03  0.8364933E+03  0.8385216E+03  0.8405198E+03  0.8424683E+03
