3600,7.441
7200,7.441
10800,8.161
14400,8.411
18000,8.501
21600,8.661
25200,8.861
28800,9.051
32400,9.211
36000,9.401
39600,9.561
43200,9.861
46800,10.171
50400,10.511
54000,10.591
57600,10.581
61200,10.451
64800,10.331
68400,10.231
72000,10.161
75600,10.081
79200,9.981
82800,9.871
86400,9.781
90000,9.731
93600,9.631
97200,9.521
100800,9.381
104400,9.181
108000,9.101
111600,9.071
115200,9.061
118800,8.961
122400,8.861
126000,8.621
129600,8.381
133200,8.091
136800,6.981
140400,7.951
144000,8.751
147600,9.511
151200,10.181
154800,10.921
158400,11.411
162000,11.611
165600,11.631
169200,11.371
172800,10.991
176400,10.461
180000,9.901
183600,9.401
187200,8.911
190800,8.401
194400,7.971
198000,7.771
201600,9.351
205200,10.421
208800,11.151
212400,11.721
216000,12.041
219600,12.251
223200,12.311
226800,12.181
230400,11.991
234000,11.561
237600,11.121
241200,10.551
244800,10.001
248400,9.481
252000,9.011
255600,8.511
259200,8.141
262800,7.801
266400,7.521
